## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	10939                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	156
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;54)
## Calibration Point 2:	Position(1824;270)
## Calibration Point 3:	Position(1440;1026)
## Calibration Point 4:	Position(96;810)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
634397200	SMP	1	890.43	585.69	585.28	597.21	20.47	20.47	4.48	21.53	21.53	4.66	885.34	589.22	892.60	589.34	582.61	600.87	589.80	600.76	913.53	659.23	913.53	659.23	0	1	1	2	-1	-1	-55.16	-17.20	525.93	11.78	-19.75	525.78	0.04	0.19	-0.98	0.02	0.20	-0.98	 -1	
634413895	SMP	1	890.37	585.95	585.49	597.36	20.69	20.69	4.48	21.60	21.60	4.66	885.56	589.63	892.63	589.62	582.81	601.11	589.96	601.11	914.38	657.78	914.38	657.78	0	1	1	2	-1	-1	-55.25	-17.30	526.49	11.75	-19.83	526.13	0.04	0.20	-0.98	0.02	0.21	-0.98	 -1	
634430590	SMP	1	890.72	586.33	585.71	597.61	20.64	20.64	4.48	21.53	21.53	4.66	885.69	589.96	892.83	590.05	582.97	601.49	590.22	601.44	908.57	656.04	908.57	656.04	0	1	1	2	-1	-1	-55.31	-17.39	526.68	11.70	-19.90	526.03	0.04	0.20	-0.98	0.02	0.21	-0.98	 -1	
634447285	SMP	1	890.82	586.47	585.91	597.75	20.55	20.55	4.48	21.58	21.58	4.66	885.83	590.13	892.95	590.16	583.20	601.61	590.43	601.50	906.67	655.32	906.67	655.32	0	1	1	2	-1	-1	-55.36	-17.43	526.91	11.65	-19.92	526.02	0.04	0.20	-0.98	0.02	0.21	-0.98	 -1	
634463979	SMP	1	890.96	586.47	586.16	597.62	20.67	20.67	4.49	21.52	21.52	4.66	886.04	590.04	893.10	590.04	583.45	601.41	590.61	601.35	904.68	655.66	904.68	655.66	0	1	1	2	-1	-1	-55.45	-17.42	527.35	11.61	-19.90	526.30	0.04	0.19	-0.98	0.02	0.21	-0.98	 -1	
781531873	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781548567	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781565261	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781581956	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781598650	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781615344	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781632038	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781648732	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781665427	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781682121	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781698815	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781715509	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781732203	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781765592	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781782286	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781798980	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781815675	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781832369	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781849063	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781865757	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781882451	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781899146	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781915840	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781932534	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781949228	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781965923	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781982617	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
781999311	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782016005	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782032699	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782049394	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782082782	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782116170	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782132865	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782149559	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782166253	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782182947	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782199642	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782216336	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782233030	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782249724	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782266418	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782283113	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782299807	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782299984	MSG	1	# Message: instruction_calibration.jpg
782316501	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782333195	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 -1	
782349890	SMP	1	0.00	0.00	867.16	575.20	0.00	0.00	0.00	17.39	17.39	4.19	0.00	0.00	0.00	0.00	0.00	0.00	869.76	581.55	781.54	64.98	781.54	64.98	0	0	1	1	-1	-1	0.00	0.00	0.00	-56.43	-17.36	589.21	0.00	0.00	0.00	0.09	0.35	-0.93	 -1	
782366584	SMP	1	0.00	0.00	865.34	576.19	0.00	0.00	0.00	18.10	18.10	4.22	0.00	0.00	0.00	0.00	861.62	582.37	867.94	582.48	677.21	67.16	677.21	67.16	0	0	1	1	-1	-1	0.00	0.00	0.00	-55.52	-17.48	586.13	0.00	0.00	0.00	0.06	0.34	-0.94	 -1	
782383278	SMP	1	1138.01	603.43	863.34	576.19	16.32	16.32	4.07	17.80	17.80	4.23	0.00	0.00	1138.45	609.39	859.62	582.49	865.98	582.55	667.00	113.99	667.00	113.99	0	1	1	2	-1	-1	-123.06	-24.28	589.67	-54.76	-17.42	583.21	0.08	0.34	-0.94	0.06	0.34	-0.94	 -1	
782399972	SMP	1	1136.47	603.38	861.37	576.56	16.71	16.71	4.09	17.54	17.54	4.23	0.00	0.00	1136.58	609.32	857.68	583.14	863.98	582.93	629.14	113.60	629.14	113.60	0	1	1	2	-1	-1	-122.79	-24.30	590.72	-54.06	-17.48	580.88	0.06	0.34	-0.94	0.06	0.35	-0.93	 -1	
782416666	SMP	1	1134.99	604.16	859.46	578.07	16.87	16.87	4.11	17.54	17.54	4.22	0.00	0.00	1135.11	610.32	855.80	584.55	862.12	584.52	631.06	110.31	631.06	110.31	0	1	1	2	-1	-1	-122.65	-24.59	591.80	-53.40	-17.78	578.74	0.06	0.35	-0.93	0.06	0.35	-0.94	 -1	
782433361	SMP	1	1133.35	605.45	857.71	579.87	16.82	16.82	4.12	17.53	17.53	4.21	0.00	0.00	1133.51	611.59	854.07	586.40	860.28	586.34	630.99	108.84	630.99	108.84	0	1	1	2	-1	-1	-122.33	-24.93	592.23	-52.84	-18.18	577.37	0.06	0.35	-0.93	0.06	0.35	-0.93	 -1	
782450055	SMP	1	1131.78	606.32	855.84	581.26	16.78	16.78	4.13	17.45	17.45	4.20	1126.20	612.89	1131.82	612.42	852.31	587.84	858.67	587.77	627.89	99.54	627.89	99.54	0	1	1	2	-1	-1	-121.85	-25.19	592.00	-52.25	-18.46	575.39	0.05	0.36	-0.93	0.07	0.35	-0.93	 -1	
782466749	SMP	1	1130.18	606.05	854.19	581.62	16.62	16.62	4.13	17.35	17.35	4.18	1124.38	611.94	1130.42	612.23	850.59	588.11	856.94	587.96	627.81	110.23	627.81	110.23	0	1	1	2	-1	-1	-120.94	-24.94	589.53	-51.68	-18.46	573.67	0.05	0.34	-0.94	0.06	0.34	-0.94	 -1	
782483443	SMP	1	1128.48	604.72	852.56	580.72	16.73	16.73	4.13	17.23	17.23	4.16	1123.03	610.88	1128.95	610.76	849.06	587.31	855.27	587.09	640.67	109.38	640.67	109.38	0	1	1	2	-1	-1	-120.27	-24.56	587.97	-51.22	-18.24	572.83	0.06	0.35	-0.94	0.06	0.35	-0.94	 -1	
782500137	SMP	1	1126.83	602.88	850.80	579.51	16.71	16.71	4.12	17.27	17.27	4.15	1121.36	608.90	1127.48	609.17	847.20	586.04	853.56	585.93	647.41	110.67	647.41	110.67	0	1	1	2	-1	-1	-119.38	-24.02	585.51	-50.66	-17.90	571.37	0.07	0.35	-0.94	0.06	0.35	-0.94	 -1	
782516832	SMP	1	1125.18	601.85	849.07	578.93	16.56	16.56	4.11	17.28	17.28	4.13	1119.46	607.90	1125.78	608.11	845.34	585.58	851.81	585.55	642.55	111.48	642.55	111.48	0	1	1	2	-1	-1	-118.29	-23.64	582.32	-50.07	-17.74	569.54	0.06	0.34	-0.94	0.06	0.35	-0.93	 -1	
782533526	SMP	1	1123.12	601.56	846.93	579.22	16.71	16.71	4.10	17.31	17.31	4.12	1117.41	607.88	1123.75	607.76	843.34	585.79	849.72	585.76	645.94	112.34	645.94	112.34	0	1	1	2	-1	-1	-117.20	-23.47	579.42	-49.48	-17.75	568.40	0.06	0.35	-0.94	0.06	0.35	-0.94	 -1	
782550220	SMP	1	1120.92	601.36	844.73	579.84	16.72	16.72	4.09	17.24	17.24	4.10	1115.40	607.79	1121.56	607.61	841.14	586.47	847.36	586.32	651.30	112.90	651.30	112.90	0	1	1	2	-1	-1	-116.35	-23.37	577.70	-48.91	-17.90	568.16	0.07	0.35	-0.93	0.06	0.35	-0.94	 -1	
782566914	SMP	1	1117.11	600.88	841.03	580.22	16.58	16.58	4.07	17.27	17.27	4.09	1112.17	607.09	1118.43	606.96	838.04	586.78	844.34	586.69	739.15	117.86	739.15	117.86	0	1	1	2	-1	-1	-115.17	-23.13	575.71	-48.13	-17.96	567.50	0.10	0.34	-0.94	0.09	0.35	-0.93	 -1	
782583609	SMP	1	1114.36	599.31	837.84	579.69	16.63	16.63	4.06	17.21	17.21	4.08	1109.44	605.79	1115.98	605.34	835.01	586.15	841.22	586.14	768.89	120.38	768.89	120.38	0	1	1	2	-1	-1	-113.92	-22.65	572.58	-47.39	-17.81	567.43	0.10	0.34	-0.93	0.09	0.34	-0.94	 -1	
782600303	SMP	1	1111.69	597.31	834.87	578.72	16.62	16.62	4.04	17.17	17.17	4.07	1107.06	603.91	1113.27	603.46	832.05	585.18	838.32	585.15	782.41	122.08	782.41	122.08	0	1	1	2	-1	-1	-113.08	-22.15	571.38	-46.66	-17.57	567.04	0.11	0.35	-0.93	0.09	0.34	-0.94	 -1	
782616997	SMP	1	1109.17	595.84	831.83	578.29	16.41	16.41	4.02	17.24	17.24	4.06	1104.26	602.24	1110.54	601.90	828.93	584.78	835.23	584.71	776.38	128.48	776.38	128.48	0	1	1	2	-1	-1	-112.15	-21.71	570.04	-45.87	-17.45	566.53	0.10	0.34	-0.94	0.09	0.34	-0.94	 -1	
782633691	SMP	1	1106.38	595.23	828.69	578.75	16.60	16.60	4.01	17.12	17.12	4.05	1101.34	602.09	1107.91	601.35	825.86	585.31	832.14	585.30	779.08	127.10	779.08	127.10	0	1	1	2	-1	-1	-110.98	-21.53	567.46	-45.11	-17.58	566.21	0.09	0.35	-0.93	0.09	0.35	-0.93	 -1	
782650385	SMP	1	1103.61	595.29	825.50	579.95	16.62	16.62	4.00	17.06	17.06	4.04	1098.96	601.82	1105.05	601.32	822.49	586.63	828.94	586.61	781.69	129.53	781.69	129.53	0	1	1	2	-1	-1	-110.36	-21.50	567.52	-44.24	-17.85	565.06	0.10	0.34	-0.93	0.08	0.35	-0.93	 -1	
782667080	SMP	1	1100.97	595.49	822.35	581.22	16.63	16.63	3.99	16.98	16.98	4.02	1096.64	601.84	1102.47	601.60	819.34	587.80	825.83	587.78	789.69	132.92	789.69	132.92	0	1	1	2	-1	-1	-110.05	-21.59	568.93	-43.41	-18.09	563.90	0.11	0.34	-0.93	0.08	0.35	-0.93	 -1	
782683774	SMP	1	1098.19	594.81	819.17	581.70	16.43	16.43	3.98	17.19	17.19	4.01	1093.64	600.99	1099.67	600.88	816.18	588.27	822.55	588.20	788.27	138.18	788.27	138.18	0	1	1	2	-1	-1	-109.40	-21.41	569.14	-42.61	-18.18	563.42	0.10	0.33	-0.94	0.08	0.35	-0.94	 -1	
782700468	SMP	1	1095.51	593.33	816.06	581.37	16.67	16.67	3.98	17.08	17.08	4.00	1090.87	599.67	1096.92	599.51	813.04	587.85	819.50	587.87	787.00	139.34	787.00	139.34	0	1	1	2	-1	-1	-108.76	-21.09	569.23	-41.81	-18.07	562.55	0.10	0.34	-0.94	0.08	0.34	-0.94	 -1	
782717162	SMP	1	1092.96	591.68	812.99	580.72	16.38	16.38	3.96	17.24	17.24	4.00	1088.25	597.95	1094.43	597.82	810.11	587.37	816.39	587.28	788.11	141.82	788.11	141.82	0	1	1	2	-1	-1	-108.03	-20.66	568.63	-41.11	-17.94	562.68	0.10	0.34	-0.94	0.08	0.35	-0.93	 -1	
782733857	SMP	1	1090.48	590.66	810.10	580.86	16.44	16.44	3.95	17.12	17.12	4.00	1085.63	596.90	1091.93	596.86	807.15	587.51	813.53	587.48	786.94	143.72	786.94	143.72	0	1	1	2	-1	-1	-107.21	-20.38	567.55	-40.39	-17.97	562.30	0.09	0.34	-0.94	0.08	0.35	-0.93	 -1	
782750551	SMP	1	1088.03	590.80	807.29	581.88	16.28	16.28	3.93	17.06	17.06	3.99	1083.37	596.98	1089.60	596.93	804.25	588.57	810.77	588.59	791.21	145.50	791.21	145.50	0	1	1	2	-1	-1	-106.55	-20.38	566.92	-39.65	-18.20	561.29	0.10	0.33	-0.94	0.08	0.35	-0.93	 -1	
782767245	SMP	1	1085.60	591.22	804.39	583.45	16.52	16.52	3.93	16.91	16.91	3.97	1080.93	597.62	1087.19	597.66	801.36	589.95	807.89	590.00	792.30	144.06	792.30	144.06	0	1	1	2	-1	-1	-105.84	-20.51	566.22	-38.90	-18.49	560.35	0.10	0.35	-0.93	0.08	0.34	-0.94	 -1	
