## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	60
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	11222                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	46
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
110266603	SMP	1	934.33	442.47	643.99	445.62	17.55	17.55	3.95	16.04	16.04	3.60	930.75	447.07	937.51	446.98	642.33	450.08	649.25	449.70	1049.87	578.34	1049.87	578.34	0	1	1	2	-1	-1	-67.23	14.72	542.69	-1.43	13.98	539.55	0.11	0.18	-0.98	0.09	0.17	-0.98		
110283310	SMP	1	934.19	442.33	643.75	445.52	17.55	17.55	3.95	16.05	16.05	3.59	930.57	446.92	937.30	446.85	642.11	449.96	649.05	449.61	1051.05	577.46	1051.05	577.46	0	1	1	2	-1	-1	-67.19	14.75	542.78	-1.38	14.00	539.28	0.11	0.18	-0.98	0.09	0.17	-0.98	 -1	
110300017	SMP	1	931.74	442.00	641.19	445.41	17.59	17.59	3.95	16.18	16.18	3.59	929.12	446.86	935.77	446.65	640.60	449.53	647.82	449.68	1198.15	574.76	1198.15	574.76	0	1	1	2	-1	-1	-66.90	14.79	543.18	-1.06	14.00	537.88	0.15	0.19	-0.97	0.14	0.17	-0.98	 -1	
110316724	SMP	1	928.86	441.97	638.83	445.54	17.38	17.38	3.94	15.90	15.90	3.58	927.36	447.00	934.06	446.91	639.49	450.07	646.32	449.93	1352.42	557.37	1352.42	557.37	0	1	1	2	-1	-1	-66.53	14.75	543.34	-0.77	13.92	538.27	0.20	0.21	-0.96	0.19	0.18	-0.97	 -1	
110333431	SMP	1	927.34	442.40	637.63	445.95	17.37	17.37	3.94	15.88	15.88	3.57	926.60	447.29	933.39	447.28	638.86	450.79	645.42	450.34	1434.56	545.13	1434.56	545.13	0	1	1	2	-1	-1	-66.33	14.67	543.09	-0.60	13.83	539.82	0.24	0.20	-0.95	0.21	0.19	-0.96	 -1	
110350138	SMP	1	927.53	442.35	637.58	445.99	17.25	17.25	3.92	15.88	15.88	3.56	926.65	447.31	933.45	447.26	638.57	450.85	645.35	450.42	1424.71	531.96	1424.71	531.96	0	1	1	2	-1	-1	-66.31	14.66	542.83	-0.56	13.83	540.24	0.23	0.20	-0.95	0.20	0.19	-0.96	 -1	
110366845	SMP	1	927.43	442.22	637.32	445.79	17.33	17.33	3.92	15.96	15.96	3.56	926.59	447.08	933.38	447.06	638.53	450.62	645.06	450.23	1429.73	528.71	1429.73	528.71	0	1	1	2	-1	-1	-66.27	14.70	542.61	-0.52	13.91	541.69	0.23	0.20	-0.95	0.21	0.19	-0.96	 -1	
110383552	SMP	1	927.45	441.97	637.20	445.61	17.33	17.33	3.91	15.91	15.91	3.56	926.62	446.86	933.33	446.67	638.39	450.38	645.00	450.08	1431.40	526.52	1431.40	526.52	0	1	1	2	-1	-1	-66.29	14.78	542.75	-0.50	13.98	542.67	0.23	0.20	-0.95	0.21	0.19	-0.96	 -1	
110400259	SMP	1	927.41	441.67	637.21	445.49	17.24	17.24	3.91	15.91	15.91	3.55	926.59	446.58	933.35	446.46	638.16	450.19	644.97	450.07	1429.21	520.71	1429.21	520.71	0	1	1	2	-1	-1	-66.28	14.83	542.68	-0.47	14.01	542.62	0.23	0.20	-0.95	0.20	0.19	-0.96	 -1	
110416966	SMP	1	927.33	441.52	637.02	445.38	17.24	17.24	3.90	15.92	15.92	3.55	926.54	446.43	933.28	446.30	638.03	450.07	644.89	449.96	1430.99	518.23	1430.99	518.23	0	1	1	2	-1	-1	-66.27	14.87	542.70	-0.45	14.02	542.33	0.23	0.20	-0.95	0.21	0.19	-0.96	 -1	
110433673	SMP	1	927.06	441.25	636.84	445.12	17.26	17.26	3.90	15.80	15.80	3.55	926.26	446.10	933.06	445.94	637.85	449.80	644.78	449.73	1432.25	517.26	1432.25	517.26	0	1	1	2	-1	-1	-66.18	14.94	542.47	-0.41	14.07	541.77	0.23	0.19	-0.95	0.21	0.19	-0.96	 -1	
110450380	SMP	1	926.83	440.60	636.59	444.71	17.22	17.22	3.89	15.91	15.91	3.55	925.92	445.47	932.66	445.29	637.66	449.37	644.38	449.18	1430.70	516.89	1430.70	516.89	0	1	1	2	-1	-1	-66.11	15.09	542.54	-0.35	14.19	542.20	0.23	0.19	-0.95	0.21	0.19	-0.96	 -1	
110467087	SMP	1	926.48	439.74	636.23	443.88	17.24	17.24	3.89	15.85	15.85	3.54	925.62	444.50	932.35	444.38	637.21	448.70	644.07	448.41	1430.10	514.70	1430.10	514.70	0	1	1	2	-1	-1	-66.05	15.30	542.63	-0.26	14.35	541.97	0.23	0.19	-0.95	0.20	0.19	-0.96	 -1	
110483794	SMP	1	926.03	438.66	635.84	443.04	17.23	17.23	3.88	15.76	15.76	3.54	925.29	443.52	932.13	443.39	636.89	447.82	643.70	447.57	1432.37	513.08	1432.37	513.08	0	1	1	2	-1	-1	-65.94	15.52	542.24	-0.18	14.54	541.97	0.24	0.19	-0.95	0.21	0.19	-0.96	 -1	
110500500	SMP	1	925.80	437.90	635.39	442.37	17.35	17.35	3.89	15.87	15.87	3.54	924.92	442.69	931.62	442.57	636.48	447.02	643.20	447.00	1431.90	513.77	1431.90	513.77	0	1	1	2	-1	-1	-65.87	15.71	542.52	-0.08	14.71	542.40	0.23	0.19	-0.95	0.21	0.19	-0.96	 -1	
110517206	SMP	1	925.51	437.26	635.06	441.94	17.19	17.19	3.88	15.89	15.89	3.54	924.61	442.22	931.40	442.03	636.10	446.66	642.94	446.42	1431.04	513.35	1431.04	513.35	0	1	1	2	-1	-1	-65.79	15.82	542.37	0.00	14.81	542.24	0.23	0.20	-0.95	0.21	0.19	-0.96	 -1	
110533912	SMP	1	925.11	436.84	634.64	441.64	17.24	17.24	3.88	15.76	15.76	3.54	924.38	441.66	931.17	441.54	635.92	446.29	642.45	446.13	1434.24	514.82	1434.24	514.82	0	1	1	2	-1	-1	-65.72	15.94	542.25	0.07	14.92	543.49	0.24	0.19	-0.95	0.21	0.19	-0.96	 -1	
110550619	SMP	1	924.91	436.45	634.30	441.35	17.27	17.27	3.88	15.79	15.79	3.53	924.05	441.37	930.82	441.12	635.42	445.96	642.14	445.81	1433.65	515.77	1433.65	515.77	0	1	1	2	-1	-1	-65.64	16.02	542.21	0.16	15.01	543.74	0.23	0.19	-0.95	0.21	0.18	-0.96	 -1	
110567325	SMP	1	924.71	436.00	633.95	440.97	17.31	17.31	3.88	15.85	15.85	3.53	923.85	440.86	930.66	440.83	635.09	445.71	641.95	445.35	1434.71	515.83	1434.71	515.83	0	1	1	2	-1	-1	-65.58	16.11	541.99	0.22	15.07	543.31	0.23	0.20	-0.95	0.21	0.18	-0.96	 -1	
110584031	SMP	1	924.50	435.68	633.64	440.79	17.29	17.29	3.88	15.79	15.79	3.53	923.61	440.45	930.31	440.21	634.86	445.13	641.46	445.17	1434.78	520.13	1434.78	520.13	0	1	1	2	-1	-1	-65.54	16.23	542.28	0.31	15.18	544.09	0.23	0.19	-0.96	0.21	0.18	-0.96	 -1	
110600737	SMP	1	923.18	437.01	632.94	442.27	17.11	17.11	3.87	15.61	15.61	3.53	922.64	441.09	929.51	440.95	634.46	445.94	641.22	445.67	1456.41	634.96	1456.41	634.96	0	1	1	2	-1	-1	-65.28	16.06	541.80	0.38	15.03	544.11	0.25	0.16	-0.96	0.23	0.14	-0.96	 -1	
110617443	SMP	1	922.91	437.39	632.73	442.77	17.20	17.20	3.87	15.65	15.65	3.52	922.29	441.09	929.12	440.94	634.07	446.16	640.82	446.02	1453.52	677.10	1453.52	677.10	0	1	1	2	-1	-1	-65.17	16.05	541.56	0.47	14.97	544.11	0.24	0.14	-0.96	0.22	0.13	-0.97	 -1	
110634149	SMP	1	922.73	437.01	632.14	442.73	17.03	17.03	3.86	15.70	15.70	3.52	921.96	440.82	928.87	440.79	633.59	446.14	640.26	445.91	1458.44	674.65	1458.44	674.65	0	1	1	2	-1	-1	-65.03	16.08	540.95	0.59	14.99	544.51	0.24	0.15	-0.96	0.22	0.13	-0.97	 -1	
110650855	SMP	1	922.30	436.90	631.53	442.76	17.13	17.13	3.85	15.74	15.74	3.52	921.57	440.61	928.35	440.71	632.97	446.14	639.68	446.08	1462.72	676.51	1462.72	676.51	0	1	1	2	-1	-1	-64.94	16.12	541.02	0.73	14.98	544.70	0.24	0.14	-0.96	0.22	0.13	-0.97	 -1	
110667561	SMP	1	921.81	436.60	630.93	442.74	17.15	17.15	3.85	15.82	15.82	3.52	921.11	440.39	927.88	440.28	632.31	446.08	639.20	446.00	1467.05	679.36	1467.05	679.36	0	1	1	2	-1	-1	-64.84	16.20	541.09	0.86	14.98	544.04	0.24	0.14	-0.96	0.22	0.13	-0.97	 -1	
110684267	SMP	1	921.11	436.13	630.38	442.29	17.30	17.30	3.86	15.74	15.74	3.52	920.54	439.68	927.25	439.85	631.83	445.77	638.59	445.72	1473.12	679.70	1473.12	679.70	0	1	1	2	-1	-1	-64.74	16.34	541.44	0.98	15.05	544.05	0.24	0.14	-0.96	0.22	0.13	-0.97	 -1	
110700973	SMP	1	920.52	435.16	629.55	441.64	17.10	17.10	3.85	15.69	15.69	3.52	919.81	438.84	926.71	438.95	631.02	444.99	637.88	444.95	1476.79	680.16	1476.79	680.16	0	1	1	2	-1	-1	-64.53	16.52	540.89	1.15	15.21	543.63	0.24	0.14	-0.96	0.23	0.13	-0.97	 -1	
110717679	SMP	1	919.72	434.25	628.73	440.82	17.20	17.20	3.85	15.72	15.72	3.52	919.08	437.97	925.94	437.87	630.17	444.20	637.10	444.18	1480.45	681.32	1480.45	681.32	0	1	1	2	-1	-1	-64.33	16.73	540.59	1.34	15.37	542.95	0.24	0.14	-0.96	0.23	0.13	-0.97	 -1	
110734385	SMP	1	918.87	433.33	628.18	440.22	17.29	17.29	3.85	15.80	15.80	3.52	918.22	437.07	925.13	436.97	629.41	443.71	636.31	443.36	1478.34	682.66	1478.34	682.66	0	1	1	2	-1	-1	-64.08	16.92	540.11	1.51	15.51	542.45	0.24	0.14	-0.96	0.21	0.13	-0.97	 -1	
110751091	SMP	1	917.96	432.72	627.12	439.91	17.29	17.29	3.86	15.86	15.86	3.52	917.45	436.42	924.16	436.37	628.70	443.09	635.47	443.02	1486.23	686.08	1486.23	686.08	0	1	1	2	-1	-1	-63.93	17.07	540.54	1.69	15.62	542.56	0.24	0.14	-0.96	0.23	0.12	-0.97	 -1	
110767798	SMP	1	916.93	432.14	626.22	439.71	17.20	17.20	3.85	15.67	15.67	3.52	916.39	435.99	923.20	435.90	627.82	442.99	634.53	442.82	1488.92	685.15	1488.92	685.15	0	1	1	2	-1	-1	-63.70	17.17	540.52	1.90	15.66	542.96	0.24	0.15	-0.96	0.23	0.12	-0.97	 -1	
110784504	SMP	1	915.91	431.80	625.01	439.65	17.23	17.23	3.86	15.67	15.67	3.51	915.39	435.51	921.98	435.56	626.77	442.94	633.46	442.67	1491.89	688.67	1491.89	688.67	0	1	1	2	-1	-1	-63.56	17.30	541.47	2.14	15.70	543.43	0.24	0.14	-0.96	0.23	0.12	-0.97	 -1	
110801210	SMP	1	914.85	431.42	623.98	439.51	17.36	17.36	3.86	15.72	15.72	3.51	914.18	435.09	920.96	435.15	625.61	442.86	632.32	442.48	1491.18	689.69	1491.18	689.69	0	1	1	2	-1	-1	-63.30	17.39	541.44	2.41	15.74	543.71	0.24	0.14	-0.96	0.23	0.12	-0.97	 -1	
110817904	SMP	1	913.71	431.03	622.80	439.57	17.41	17.41	3.87	15.64	15.64	3.51	912.93	434.64	919.56	434.61	624.43	442.79	631.18	442.42	1491.16	694.75	1491.16	694.75	0	1	1	2	-1	-1	-63.08	17.53	542.14	2.67	15.76	543.79	0.23	0.14	-0.96	0.23	0.11	-0.97	 -1	
110834598	SMP	1	912.48	430.82	621.72	439.58	17.37	17.37	3.88	15.66	15.66	3.51	911.76	434.45	918.33	434.38	623.30	442.83	630.11	442.55	1491.63	696.43	1491.63	696.43	0	1	1	2	-1	-1	-62.91	17.61	543.03	2.92	15.73	543.59	0.23	0.14	-0.96	0.23	0.12	-0.97	 -1	
110851292	SMP	1	911.39	430.70	620.53	439.88	17.37	17.37	3.88	15.72	15.72	3.51	910.60	434.33	917.25	434.23	622.20	442.92	628.95	442.84	1492.29	700.85	1492.29	700.85	0	1	1	2	-1	-1	-62.71	17.65	543.45	3.18	15.69	543.68	0.23	0.13	-0.96	0.23	0.11	-0.97	 -1	
110867987	SMP	1	910.06	430.68	619.68	440.27	17.27	17.27	3.88	16.00	16.00	3.52	909.45	434.25	916.06	434.04	621.00	443.39	628.00	443.10	1490.89	705.27	1490.89	705.27	0	1	1	2	-1	-1	-62.50	17.70	544.00	3.42	15.58	542.68	0.23	0.13	-0.96	0.22	0.11	-0.97	 -1	
110884681	SMP	1	908.93	430.36	618.67	440.32	17.22	17.22	3.88	15.99	15.99	3.53	908.31	434.07	915.13	433.94	620.08	443.47	627.08	443.17	1492.91	706.37	1492.91	706.37	0	1	1	2	-1	-1	-62.21	17.72	543.56	3.63	15.53	541.78	0.24	0.14	-0.96	0.22	0.11	-0.97	 -1	
110901375	SMP	1	907.86	430.11	617.80	440.03	17.23	17.23	3.88	15.71	15.71	3.52	907.37	433.69	914.13	433.67	619.31	443.19	626.26	442.96	1496.40	708.10	1496.40	708.10	0	1	1	2	-1	-1	-61.97	17.78	543.40	3.80	15.58	541.24	0.24	0.13	-0.96	0.22	0.11	-0.97	 -1	
110918070	SMP	1	907.00	429.56	617.12	439.73	17.13	17.13	3.87	15.49	15.49	3.51	906.49	433.25	913.28	433.16	618.88	442.96	625.51	442.68	1499.50	708.21	1499.50	708.21	0	1	1	2	-1	-1	-61.75	17.89	543.16	3.94	15.66	542.15	0.24	0.14	-0.96	0.23	0.11	-0.97	 -1	
110934764	SMP	1	906.25	429.21	616.66	439.57	17.08	17.08	3.87	15.62	15.62	3.50	905.72	432.87	912.53	432.80	618.20	442.75	625.00	442.42	1499.00	709.96	1499.00	709.96	0	1	1	2	-1	-1	-61.54	17.96	542.85	4.08	15.71	542.19	0.24	0.14	-0.96	0.22	0.11	-0.97	 -1	
110951458	SMP	1	904.52	429.25	615.26	439.85	16.93	16.93	3.85	15.55	15.55	3.50	904.44	432.89	911.15	432.82	617.36	442.92	624.03	442.58	1529.55	712.87	1529.55	712.87	0	1	1	2	-1	-1	-61.26	17.96	543.06	4.29	15.69	542.77	0.26	0.14	-0.96	0.24	0.11	-0.96	 -1	
110968152	SMP	1	903.60	429.47	614.55	440.23	16.97	16.97	3.85	15.60	15.60	3.49	903.66	433.16	910.46	433.01	616.95	443.15	623.52	442.94	1580.82	715.67	1580.82	715.67	0	1	1	2	-1	-1	-61.06	17.90	542.79	4.40	15.66	543.78	0.27	0.14	-0.95	0.26	0.10	-0.96	 -1	
110984847	SMP	1	903.40	429.87	614.60	440.55	16.92	16.92	3.84	15.46	15.46	3.49	903.54	433.46	910.25	433.37	616.85	443.56	623.39	443.29	1580.95	717.40	1580.95	717.40	0	1	1	2	-1	-1	-61.04	17.83	542.95	4.44	15.60	544.81	0.27	0.13	-0.95	0.25	0.11	-0.96	 -1	
111001541	SMP	1	903.34	430.20	614.81	440.74	16.93	16.93	3.83	15.59	15.59	3.49	903.47	433.64	910.15	433.69	616.94	443.87	623.52	443.58	1577.96	717.77	1577.96	717.77	0	1	1	2	-1	-1	-61.06	17.78	543.27	4.42	15.55	545.55	0.27	0.13	-0.95	0.24	0.11	-0.96	 -1	
111018235	SMP	1	903.45	430.39	614.92	441.06	16.86	16.86	3.82	15.37	15.37	3.48	903.53	433.83	910.20	433.85	617.08	443.93	623.77	443.69	1584.60	721.85	1584.60	721.85	0	1	1	2	-1	-1	-61.11	17.75	543.57	4.38	15.54	545.71	0.26	0.13	-0.96	0.25	0.10	-0.96	 -1	
111034929	SMP	1	903.75	430.46	615.50	440.95	16.84	16.84	3.82	15.52	15.52	3.48	903.84	433.97	910.56	433.93	617.78	443.94	624.26	443.61	1589.15	722.30	1589.15	722.30	0	1	1	2	-1	-1	-61.19	17.73	543.64	4.25	15.58	546.85	0.27	0.13	-0.95	0.25	0.10	-0.96	 -1	
111051624	SMP	1	904.35	430.51	616.28	440.77	16.87	16.87	3.81	15.50	15.50	3.48	904.35	434.06	911.03	433.96	618.41	443.86	625.02	443.37	1584.81	722.44	1584.81	722.44	0	1	1	2	-1	-1	-61.33	17.72	543.86	4.09	15.62	547.22	0.26	0.13	-0.96	0.25	0.10	-0.96	 -1	
111068318	SMP	1	904.87	430.49	617.32	440.45	16.68	16.68	3.80	15.49	15.49	3.48	905.10	434.03	911.76	433.95	619.36	443.41	626.01	443.25	1588.70	723.03	1588.70	723.03	0	1	1	2	-1	-1	-61.53	17.74	544.13	3.87	15.69	547.35	0.27	0.13	-0.95	0.24	0.11	-0.96	 -1	
111085012	SMP	1	905.86	430.46	618.36	440.23	16.71	16.71	3.80	15.51	15.51	3.49	906.07	433.99	912.68	433.92	620.71	443.01	627.24	442.83	1595.54	726.18	1595.54	726.18	0	1	1	2	-1	-1	-61.80	17.76	544.63	3.58	15.81	548.05	0.27	0.13	-0.95	0.26	0.10	-0.96	 -1	
111101706	SMP	1	907.17	430.37	620.11	439.61	16.68	16.68	3.79	15.43	15.43	3.48	907.24	433.82	913.89	433.85	622.04	442.61	628.74	442.28	1588.74	726.94	1588.74	726.94	0	1	1	2	-1	-1	-62.10	17.80	544.89	3.25	15.91	547.87	0.27	0.13	-0.96	0.24	0.10	-0.96	 -1	
111118401	SMP	1	908.64	430.20	621.53	438.96	16.83	16.83	3.79	15.49	15.49	3.49	908.69	433.58	915.28	433.51	623.80	441.89	630.34	441.60	1593.73	729.83	1593.73	729.83	0	1	1	2	-1	-1	-62.48	17.88	545.35	2.87	16.09	548.45	0.26	0.12	-0.96	0.25	0.10	-0.96	 -1	
111135095	SMP	1	910.34	429.95	623.57	438.29	16.66	16.66	3.79	15.73	15.73	3.50	910.45	433.43	916.91	433.22	625.63	440.97	632.27	440.76	1592.97	734.30	1592.97	734.30	0	1	1	2	-1	-1	-62.99	17.96	546.40	2.43	16.29	548.51	0.27	0.13	-0.96	0.25	0.09	-0.96	 -1	
111151789	SMP	1	912.12	429.72	625.58	437.39	16.64	16.64	3.78	15.66	15.66	3.50	912.14	433.23	918.69	433.05	627.66	439.99	634.31	439.85	1591.36	738.16	1591.36	738.16	0	1	1	2	-1	-1	-63.45	18.02	546.91	1.96	16.51	548.50	0.26	0.13	-0.96	0.25	0.09	-0.96	 -1	
111168484	SMP	1	913.94	429.77	627.92	436.65	16.85	16.85	3.79	15.64	15.64	3.51	913.96	433.19	920.37	433.06	629.90	439.31	636.36	439.12	1586.25	740.60	1586.25	740.60	0	1	1	2	-1	-1	-63.98	18.06	548.03	1.47	16.70	549.36	0.26	0.13	-0.96	0.24	0.09	-0.97	 -1	
111185178	SMP	1	915.90	430.13	629.68	436.19	16.84	16.84	3.80	15.37	15.37	3.50	915.66	433.46	922.13	433.14	631.87	438.99	638.45	438.79	1584.83	742.13	1584.83	742.13	0	1	1	2	-1	-1	-64.46	18.05	548.73	1.00	16.78	549.59	0.25	0.12	-0.96	0.26	0.10	-0.96	 -1	
111201872	SMP	1	918.45	429.99	632.72	435.45	16.65	16.65	3.79	15.38	15.38	3.50	917.93	433.56	924.37	433.38	634.30	438.55	641.09	438.30	1545.37	734.04	1545.37	734.04	0	1	1	2	-1	-1	-65.07	18.03	549.47	0.42	16.87	548.86	0.24	0.13	-0.96	0.23	0.11	-0.97	 -1	
111218566	SMP	1	921.34	429.03	636.18	433.99	16.48	16.48	3.79	15.33	15.33	3.49	920.18	433.38	926.73	433.19	637.30	437.80	643.85	437.74	1420.00	605.97	1420.00	605.97	0	1	1	2	-1	-1	-65.62	18.08	549.62	-0.25	17.03	549.26	0.21	0.17	-0.96	0.21	0.15	-0.97	 -1	
111235261	SMP	1	923.05	428.74	638.68	433.09	16.34	16.34	3.77	15.42	15.42	3.49	922.01	433.39	928.40	433.35	639.52	437.18	645.91	437.01	1398.61	569.11	1398.61	569.11	0	1	1	2	-1	-1	-66.13	18.09	550.50	-0.74	17.22	550.43	0.21	0.19	-0.96	0.19	0.16	-0.97	 -1	
111251955	SMP	1	924.71	429.02	640.18	432.88	16.46	16.46	3.77	15.28	15.28	3.48	923.63	433.46	930.16	433.45	641.08	436.98	647.67	436.82	1404.49	572.71	1404.49	572.71	0	1	1	2	-1	-1	-66.53	18.07	550.60	-1.13	17.27	550.47	0.22	0.18	-0.96	0.20	0.16	-0.97	 -1	
111268649	SMP	1	926.24	428.98	641.86	432.49	16.41	16.41	3.76	15.34	15.34	3.48	925.11	433.41	931.71	433.35	642.82	436.74	649.17	436.34	1402.37	571.02	1402.37	571.02	0	1	1	2	-1	-1	-66.85	18.08	550.35	-1.51	17.39	551.66	0.22	0.18	-0.96	0.20	0.16	-0.97	 -1	
111285343	SMP	1	927.61	429.07	643.20	432.21	16.40	16.40	3.76	15.36	15.36	3.48	926.55	433.48	932.91	433.43	644.06	436.29	650.68	436.13	1401.81	571.45	1401.81	571.45	0	1	1	2	-1	-1	-67.28	18.10	551.29	-1.83	17.46	551.44	0.22	0.17	-0.96	0.20	0.16	-0.97	 -1	
111302038	SMP	1	928.97	429.13	644.67	432.02	16.49	16.49	3.76	15.37	15.37	3.48	927.72	433.52	934.34	433.47	645.58	436.01	652.05	435.98	1400.00	572.31	1400.00	572.31	0	1	1	2	-1	-1	-67.52	18.07	550.88	-2.16	17.53	551.98	0.21	0.17	-0.96	0.20	0.16	-0.97	 -1	
111318732	SMP	1	930.15	429.14	645.88	431.68	16.38	16.38	3.76	15.18	15.18	3.48	928.92	433.49	935.41	433.41	646.92	435.78	653.34	435.54	1400.71	573.30	1400.71	573.30	0	1	1	2	-1	-1	-67.82	18.09	551.15	-2.47	17.63	552.68	0.21	0.17	-0.96	0.20	0.16	-0.97	 -1	
111335426	SMP	1	931.29	428.91	647.24	430.96	16.49	16.49	3.76	15.32	15.32	3.48	930.14	433.18	936.52	433.03	648.07	435.10	654.63	434.90	1398.23	575.15	1398.23	575.15	0	1	1	2	-1	-1	-68.18	18.20	551.89	-2.75	17.78	552.62	0.21	0.17	-0.96	0.20	0.16	-0.97	 -1	
111352114	SMP	1	932.30	428.25	648.13	430.40	16.36	16.36	3.76	15.10	15.10	3.47	931.14	432.59	937.42	432.45	649.06	434.25	655.71	434.12	1399.33	578.01	1399.33	578.01	0	1	1	2	-1	-1	-68.54	18.37	553.02	-2.99	17.96	552.18	0.21	0.17	-0.96	0.21	0.15	-0.97	 -1	
111368801	SMP	1	933.13	427.70	649.26	429.39	16.32	16.32	3.75	15.22	15.22	3.47	932.06	431.99	938.45	431.94	650.05	433.62	656.66	433.50	1398.04	573.13	1398.04	573.13	0	1	1	2	-1	-1	-68.83	18.52	553.51	-3.21	18.09	551.93	0.22	0.17	-0.96	0.20	0.16	-0.97	 -1	
111385489	SMP	1	934.01	427.25	650.19	428.96	16.32	16.32	3.75	15.21	15.21	3.46	932.71	431.54	939.32	431.46	650.95	433.04	657.53	432.91	1395.48	575.04	1395.48	575.04	0	1	1	2	-1	-1	-68.93	18.60	552.91	-3.42	18.23	551.87	0.21	0.17	-0.96	0.20	0.16	-0.97	 -1	
111402176	SMP	1	934.60	427.03	650.88	428.70	16.33	16.33	3.75	15.20	15.20	3.46	933.50	431.46	939.81	431.44	651.72	432.91	658.11	432.71	1393.79	569.36	1393.79	569.36	0	1	1	2	-1	-1	-69.20	18.65	553.83	-3.58	18.29	552.71	0.22	0.18	-0.96	0.20	0.16	-0.97	 -1	
111418864	SMP	1	935.06	427.08	651.31	428.72	16.23	16.23	3.75	15.09	15.09	3.45	933.77	431.50	940.36	431.46	652.09	432.88	658.68	432.78	1393.13	569.39	1393.13	569.39	0	1	1	2	-1	-1	-69.22	18.62	553.25	-3.69	18.28	552.53	0.21	0.18	-0.96	0.20	0.16	-0.97	 -1	
111435551	SMP	1	935.31	427.22	651.69	428.84	16.28	16.28	3.74	15.24	15.24	3.46	934.26	431.54	940.73	431.59	652.55	432.93	658.96	432.82	1393.46	569.88	1393.46	569.88	0	1	1	2	-1	-1	-69.33	18.60	553.32	-3.78	18.29	553.21	0.22	0.17	-0.96	0.20	0.16	-0.97	 -1	
111452239	SMP	1	934.89	427.15	651.55	428.91	16.14	16.14	3.73	15.26	15.26	3.46	934.19	431.49	940.66	431.43	652.67	432.93	659.09	432.78	1409.48	571.08	1409.48	571.08	0	1	1	2	-1	-1	-69.32	18.63	553.38	-3.81	18.32	553.76	0.24	0.17	-0.96	0.21	0.15	-0.97	 -1	
315376243	MSG	1	# Message: instruction_calibration.jpg
315389369	SMP	1	1048.15	516.83	774.88	529.29	14.65	14.65	3.57	14.29	14.29	3.34	1041.61	522.33	1047.37	522.48	769.45	534.69	775.61	534.54	472.83	321.15	472.83	321.15	0	1	1	2	-1	-1	-99.78	-2.69	585.95	-31.87	-5.54	569.84	-0.02	0.28	-0.96	-0.06	0.27	-0.96	 -1	
315406058	SMP	1	1048.40	517.32	774.99	529.51	14.68	14.68	3.57	14.21	14.21	3.34	1041.72	522.67	1047.46	522.82	769.74	534.86	775.84	535.02	470.82	321.20	470.82	321.20	0	1	1	2	-1	-1	-99.82	-2.77	586.03	-31.95	-5.62	570.13	-0.03	0.28	-0.96	-0.05	0.27	-0.96	 -1	
315422748	SMP	1	1048.54	517.48	775.37	530.00	14.69	14.69	3.57	14.26	14.26	3.34	1042.10	522.91	1047.70	522.97	770.16	535.33	776.36	535.33	473.64	321.74	473.64	321.74	0	1	1	2	-1	-1	-100.04	-2.82	586.86	-32.05	-5.71	569.88	-0.02	0.28	-0.96	-0.05	0.27	-0.96	 -1	
315439437	SMP	1	1048.83	517.92	775.67	530.35	14.68	14.68	3.58	14.28	14.28	3.34	1042.19	523.26	1048.05	523.43	770.38	535.70	776.53	535.59	472.27	323.90	472.27	323.90	0	1	1	2	-1	-1	-99.97	-2.92	586.13	-32.10	-5.79	569.85	-0.02	0.28	-0.96	-0.05	0.27	-0.96	 -1	
315456127	SMP	1	1048.99	518.12	776.00	530.52	14.68	14.68	3.58	14.23	14.23	3.34	1042.44	523.52	1048.22	523.78	770.67	535.82	776.79	535.89	471.71	323.55	471.71	323.55	0	1	1	2	-1	-1	-99.98	-2.99	585.89	-32.17	-5.84	569.98	-0.02	0.28	-0.96	-0.06	0.27	-0.96	 -1	
