Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant819	N	Timeline1	P2Ca	1	P2Ca	P2-Whole-F	58957	186	40	825	317	0	40	45462	183	67	825	249	232	108	88950	88950	88950	88950	1	231069	88950	88950	88950	88950	88950	1	231069	88950	191				
Participant819	N	Timeline1	P2Ca	1	P2Ca	total-L02	1267	181	108	392	7	4590	108	992	198	108	392	5	4590	108	1267	181	108	392	7	235658	108	1475	211	150	417	7	235608	158	0	4540	4698	395.9	98.9
Participant819	N	Timeline1	P2Ca	1	P2Ca	total-L07a	2092	232	158	542	9	24504	175	1333	190	158	267	7	24504	175	2108	264	167	542	8	255573	175	2350	294	200	567	8	255523	225	1	24454	62292	338.34	231.97
Participant819	N	Timeline1	P2Ca	1	P2Ca	total-L07b	3025	202	75	433	15	24746	283	2333	179	75	383	13	24746	283	3633	330	108	658	11	255815	283	3925	357	125	700	11	255798	300	0	62292	25029	231.97	68.16
Participant819	N	Timeline1	P2Ca	1	P2Ca	total-L13	200	200	200	200	1	30254	200	200	200	200	200	1	30254	200	200	200	200	200	1	261322	200	225	225	225	225	1	261297	225	0				
Participant819	N	Timeline1	P2Ca	1	P2Ca	values-L01	1625	232	92	383	7	865	383	1275	255	92	383	5	865	383	1625	232	92	383	7	231934	383	1883	269	133	425	7	231892	425	0	823	1248	130.5	125.72
Participant819	N	Timeline1	P2Ca	1	P2Ca	values-L05	750	187	67	283	4	16455	225	750	187	67	283	4	16455	225	750	187	67	283	4	247524	225	850	212	83	317	4	247490	258	0	16422	16680	143.83	94.19
Participant819	N	Timeline1	P2Ca	1	P2Ca	values-L06	2490	156	40	333	16	0	40	2233	172	75	333	13	22163	150	3123	260	40	825	12	231069	40	3506	292	40	842	12	231069	40	2	22113	22313	398.36	146.6
Participant819	N	Timeline1	P2Ca	1	P2Ca	values-L07	842	120	67	200	7	26096	67	842	120	67	200	7	26096	67	875	146	100	233	6	257164	233	1058	176	117	275	6	257123	275	0	26529	26329	126.69	113.53
Participant645	Y	Timeline1	P2Ca	1	P2Ca	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	i<x;	909	130	67	192	7	0	167	583	146	100	192	4	16349	133	1084	217	100	525	5	186083	167	1175	235	117	533	5	186083	167	0	71119		110.66	
Participant645	Y	Timeline1	P2Ca	1	P2Ca	int i = 0;	1033	115	67	175	9	13833	133	1033	115	67	175	9	13833	133	1192	170	67	367	7	199915	367	1342	192	83	383	7	199898	383	0	13816	40238	114.82	35.84
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L01-F	18498	226	67	917	82	384	167	16957	229	67	917	74	384	167	21798	807	92	5116	27	186467	892	22531	834	125	5124	27	186450	908	36	9441	3409	76.69	153.75
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L02-F	1867	144	67	317	13	242	75	1867	144	67	317	13	242	75	2025	253	75	792	8	186325	75	2241	280	83	808	8	186317	83	4	5792	13649	51.62	199.64
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L03-F	1242	155	92	267	8	10208	267	1242	155	92	267	8	10208	267	1367	195	92	542	7	196290	542	1608	230	117	583	7	196249	583	0	10166	10750	193.12	58.37
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L04-F	3558	169	67	283	21	11133	217	3358	168	67	283	20	11133	217	4358	623	283	1558	7	197215	342	4541	649	292	1575	7	197190	367	7	11108	12666	65.31	173.54
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L05-F	1942	121	67	192	16	0	167	1616	124	67	192	13	13833	133	2300	209	67	525	11	186083	167	2517	229	83	533	11	186083	167	1	13816	40238	114.82	35.84
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L06-F	6124	142	67	442	43	24648	133	5649	145	67	442	39	24648	133	8974	472	83	1375	19	210731	133	9632	507	133	1400	19	210697	167	5	24615	25915	82.88	53.19
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L07-F	2725	130	67	317	21	26956	167	2725	130	67	317	21	26956	167	2983	175	67	683	17	213039	167	3525	207	83	708	17	212997	208	1	29998	33481	110	271.56
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L09-F	1175	147	75	225	8	38088	108	1041	149	75	225	7	38088	108	1983	397	108	1350	5	224171	108	2100	420	142	1350	5	224138	142	1		41421		60.65
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L10-F	2366	148	67	483	16	41438	158	1592	159	67	483	10	41821	108	3466	495	100	1108	7	227521	1108	3600	514	125	1125	7	227504	1125	1	41421		60.65	
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	L13-F	1333	133	67	467	10	50221	117	350	117	83	158	3	66569	83	4875	1219	67	3558	4	236303	1158	4966	1242	100	3575	4	236303	1158	1				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	n-L02	408	136	67	175	3	48096	167	408	136	67	175	3	48096	167	450	225	175	275	2	234178	275	525	262	217	308	2	234145	308	0	48062		101.42	
Participant645	Y	Timeline1	P2Ca	1	P2Ca	n-L10a	425	142	100	167	3	42380	167	167	167	167	167	1	42380	167	425	142	100	167	3	228462	167	458	153	125	175	3	228454	175	0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	n-L10b	1375	172	75	483	8	41438	158	967	193	75	483	5	41821	108	1667	417	250	492	4	227521	492	1742	435	267	508	4	227504	508	1	41421		60.65	
Participant645	Y	Timeline1	P2Ca	1	P2Ca	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	P2-Whole-F	43355	166	67	917	261	0	167	38721	169	67	917	229	242	75	80626	7330	558	38771	11	186083	1275	80834	7349	575	38788	11	186083	1275	92	9441	3409	76.69	153.75
Participant645	Y	Timeline1	P2Ca	1	P2Ca	total-L02	608	122	75	200	5	242	75	608	122	75	200	5	242	75	608	122	75	200	5	186325	75	725	145	83	242	5	186317	83	0	5792	5917	51.62	108.12
Participant645	Y	Timeline1	P2Ca	1	P2Ca	total-L07a	408	204	92	317	2	64611	92	408	204	92	317	2	64611	92	467	467	467	467	1	250693	467	483	483	483	483	1	250677	483	0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	total-L07b	1367	124	67	233	11	26956	167	1367	124	67	233	11	26956	167	1375	137	67	233	10	213039	167	1725	172	83	250	10	212997	208	1	29998	37139	110	318.93
Participant645	Y	Timeline1	P2Ca	1	P2Ca	total-L13	108	108	108	108	1	68269	108	108	108	108	108	1	68269	108	108	108	108	108	1	254351	108	117	117	117	117	1	254343	117	0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	values-L01	2583	172	108	342	15	567	125	2125	177	108	342	12	567	125	2641	203	108	558	13	186650	125	3025	233	125	575	13	186633	142	2	551	692	91.99	92.37
Participant645	Y	Timeline1	P2Ca	1	P2Ca	values-L05	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P2Ca	1	P2Ca	values-L06	1208	151	75	208	8	24648	133	1208	151	75	208	8	24648	133	1550	258	108	550	6	210731	133	1725	287	167	558	6	210697	167	0	24615	29998	82.88	110
Participant645	Y	Timeline1	P2Ca	1	P2Ca	values-L07	508	127	75	233	4	34089	75	508	127	75	233	4	34089	75	550	183	75	400	3	220171	75	667	222	108	417	3	220105	142	0		36147		47.8
Participant100	Y	Timeline3	P2Ca	1	P2Ca	i++	3150	242	67	517	13	39499	192	3016	251	67	517	12	39499	192	3308	414	67	683	8	332926	192	3566	446	75	733	8	332917	200	2	39824	39691	39.93	42.19
Participant100	Y	Timeline3	P2Ca	1	P2Ca	i<x;	10806	148	67	475	73	12793	133	10232	148	67	475	69	12793	133	14872	451	67	2041	33	306220	283	15872	481	75	2083	33	306153	350	14	12727	13077	271.87	275.04
Participant100	Y	Timeline3	P2Ca	1	P2Ca	int i = 0;	11564	154	67	367	75	11294	183	10424	153	67	367	68	11294	183	14414	412	92	1858	35	304720	658	15339	438	108	1883	35	304678	700	21	11252	11952	166.08	201.82
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L01-F	17564	195	67	575	90	503	108	16873	199	67	575	85	503	108	20731	560	75	3550	37	293930	542	21980	594	92	3591	37	293863	608	44	1728	1045	31.88	294.85
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L02-F	10699	181	67	408	59	5428	167	10057	183	67	408	55	5428	167	12332	617	92	3183	20	298854	325	13006	650	108	3200	20	298837	342	31	5411	5753	76.22	184.04
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L03-F	2850	168	67	442	17	7119	233	2633	165	67	442	16	7119	233	3858	429	83	1342	9	300546	1342	4058	451	100	1358	9	300529	1358	2	33025	33183	196.8	263.91
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L04-F	9591	139	67	467	69	8669	233	9149	141	67	467	65	8669	233	13074	385	67	1358	34	302095	1358	13907	409	75	1400	34	302054	1400	16	33183	33025	263.91	196.8
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L05-F	27152	158	67	517	172	11027	225	24872	158	67	517	157	11027	225	38621	772	67	4166	50	304453	925	39987	800	75	4183	50	304404	975	48	12727	11952	271.87	201.82
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L06-F	10926	129	67	325	85	0	120	10007	132	67	325	76	170	75	15362	366	67	1733	42	293426	245	16444	392	75	1758	42	293426	245	16	44590	14435	138.7	227.07
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L07-F	12557	134	67	317	94	44957	92	11699	139	67	317	84	44957	92	20616	458	67	2258	45	338384	92	21782	484	75	2308	45	338358	117	13	44932	49290	49.78	402.45
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L09-F	4016	149	67	383	27	14802	125	3933	151	67	383	26	14802	125	7429	619	100	3108	12	308228	125	7796	650	117	3125	12	308203	150	2	80000		153.48	
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L10-F	6125	175	67	467	35	14477	275	5875	178	67	467	33	14477	275	8049	575	75	1983	14	307903	275	8323	595	91	2000	14	307862	317	6	14435	167680	227.07	194.48
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant100	Y	Timeline3	P2Ca	1	P2Ca	L13-F	14207	137	67	708	104	15293	167	12015	143	67	708	84	15293	167	30022	1501	75	6724	20	308720	3133	30597	1530	117	6758	20	308678	3175	13	252388	19576	119.42	286.28
Participant100	Y	Timeline3	P2Ca	1	P2Ca	n-L02	1875	234	158	350	8	24734	300	1875	234	158	350	8	24734	300	1892	270	158	442	7	318160	300	2142	306	183	475	7	318102	358	1	24676	25034	178.1	54.99
Participant100	Y	Timeline3	P2Ca	1	P2Ca	n-L10a	1191	170	67	325	7	14477	275	1083	181	67	325	6	14477	275	1191	170	67	325	7	307903	275	1374	196	83	342	7	307862	317	0	14435		227.07	
Participant100	Y	Timeline3	P2Ca	1	P2Ca	n-L10b	992	198	83	467	5	53223	117	850	213	83	467	4	53223	117	992	198	83	467	5	346649	117	1117	223	100	483	5	346608	158	0		174904		96.47
Participant100	Y	Timeline3	P2Ca	1	P2Ca	n-L13	892	149	67	258	6	18335	92	617	154	92	258	4	18335	92	892	149	67	258	6	311761	92	1033	172	83	292	6	311744	108	0	19085	18951	44.44	88.61
Participant100	Y	Timeline3	P2Ca	1	P2Ca	P2-Whole-F	123894	151	67	708	819	0	120	114180	155	67	708	738	170	75	235254	8402	100	44291	28	293426	1045	235871	8424	142	44308	28	293426	1045	291	1728	1045	31.88	294.85
Participant100	Y	Timeline3	P2Ca	1	P2Ca	total-L02	4175	190	92	383	22	5619	133	3850	192	92	383	20	5619	133	4433	246	92	542	18	299046	133	5075	282	125	592	18	299021	158	2	5594	5753	151.31	184.04
Participant100	Y	Timeline3	P2Ca	1	P2Ca	total-L07a	2208	123	67	225	18	44957	92	1883	135	67	225	14	44957	92	2250	132	67	308	17	338384	92	2707	159	75	350	17	338358	117	0	44932	80000	49.78	153.48
Participant100	Y	Timeline3	P2Ca	1	P2Ca	total-L07b	3733	124	67	250	30	47032	233	3550	127	67	250	28	47032	233	5724	260	67	1075	22	340458	233	6374	290	75	1092	22	340408	283	3	46982	47265	153.55	148.97
Participant100	Y	Timeline3	P2Ca	1	P2Ca	total-L13	2341	117	67	342	20	15993	342	1508	116	67	342	13	15993	342	3816	273	67	1150	14	309420	342	4083	292	92	1150	14	309378	383	0	180295	133475	79.23	336.05
Participant100	Y	Timeline3	P2Ca	1	P2Ca	values-L01	2558	160	67	367	16	503	108	2308	154	67	367	15	503	108	2600	186	75	383	14	293930	108	3033	217	92	417	14	293863	175	2	3369	2286	88.84	155.33
Participant100	Y	Timeline3	P2Ca	1	P2Ca	values-L05	4558	142	67	392	32	12793	133	4558	142	67	392	32	12793	133	5499	239	67	1192	23	306220	283	6233	271	83	1258	23	306153	350	3	12727	13077	271.87	275.04
Participant100	Y	Timeline3	P2Ca	1	P2Ca	values-L06	4302	139	67	325	31	0	120	3916	145	67	325	27	41257	175	4469	186	67	475	24	293426	120	4969	207	75	517	24	293426	120	5	44015	41732	215.56	47.43
Participant100	Y	Timeline3	P2Ca	1	P2Ca	values-L07	3991	160	67	317	25	47698	75	3991	160	67	317	25	47698	75	4758	250	100	825	19	341125	233	5258	277	117	850	19	341092	267	3	127676	49290	190.83	402.45
Participant237	Y	Timeline5	P2Ca	1	P2Ca	i++	833	167	83	308	5	27137	217	217	217	217	217	1	27137	217	1025	256	83	417	4	256274	217	1100	275	83	425	4	256224	267	0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	i<x;	3633	140	67	383	26	24045	142	3125	136	67	383	23	24045	142	4808	321	67	1391	15	253182	233	5166	344	83	1408	15	253174	242	3	37111	37286	35.67	56
Participant237	Y	Timeline5	P2Ca	1	P2Ca	int i = 0;	4533	142	67	242	32	21287	208	3941	141	67	242	28	21287	208	5908	369	67	1417	16	250424	1008	6366	398	67	1458	16	250383	1050	4	22729	23262	95.42	135.76
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L01-F	5091	159	75	383	32	672	150	4983	161	75	383	31	672	150	7749	456	83	1792	17	229810	150	8266	486	117	1808	17	229776	183	5	9972	8547	82.51	111.08
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L02-F	2158	108	67	250	20	264	100	1583	99	67	142	16	264	100	3208	458	92	2383	7	229401	100	3400	486	108	2400	7	229360	142	6	12996	46993	69.83	266.98
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L03-F	2316	116	67	292	20	2139	125	1683	112	67	283	15	2139	125	3083	257	67	583	12	231276	375	3383	282	83	600	12	231226	425	2	19762	19862	62.49	148.28
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L04-F	4025	139	67	300	29	2856	75	3508	146	67	300	24	2856	75	4908	258	67	767	19	231993	767	5374	283	75	800	19	231959	800	3	19862	19762	148.28	62.49
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L05-F	10441	137	67	383	76	17787	192	8724	134	67	383	65	17787	192	16915	677	67	3183	25	246925	192	17382	695	67	3250	25	246908	208	10	22729	23262	95.42	135.76
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L06-F	4741	125	67	375	38	31844	117	4441	127	67	375	35	31844	117	7874	562	83	1692	14	260982	300	8333	595	117	1733	14	260932	350	9	31794	32936	120.63	55.69
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L07-F	467	156	67	250	3	38085	150	467	156	67	250	3	38085	150	467	156	67	250	3	267223	150	575	192	75	300	3	267173	200	0	76315		331.84	
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L09-F	2400	171	67	492	14	42402	67	1958	178	67	492	11	42402	67	3141	628	367	958	5	271539	958	3266	653	383	983	5	271514	983	2	43643	43360	156.36	31.53
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L10-F	750	107	67	225	7	43377	67	583	97	67	225	6	43377	67	816	163	67	333	5	272514	67	908	182	83	367	5	272497	83	1	43360	43443	31.53	195.19
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L11-F	92	92	92	92	1	47668	92	0	0			0			92	92	92	92	1	276805	92	108	108	108	108	1	276788	108	0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	L13-F	3025	132	67	283	23	43485	158	2508	139	67	283	18	43485	158	4816	535	100	2058	9	272622	158	5083	565	100	2058	9	272580	200	3	43443	43643	195.19	156.36
Participant237	Y	Timeline5	P2Ca	1	P2Ca	n-L02	617	103	67	133	6	13546	125	500	100	67	133	5	13546	125	750	250	133	400	3	242683	400	908	303	167	450	3	242633	450	1	14638	14929	249.66	37.03
Participant237	Y	Timeline5	P2Ca	1	P2Ca	n-L10a	433	108	67	225	4	43377	67	433	108	67	225	4	43377	67	467	156	67	333	3	272514	67	533	178	83	367	3	272497	83	0	43360	43443	31.53	195.19
Participant237	Y	Timeline5	P2Ca	1	P2Ca	n-L10b	167	167	167	167	1	44277	167	0	0			0			167	167	167	167	1	273414	167	175	175	175	175	1	273405	175	0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	n-L13	433	217	150	283	2	50776	150	433	217	150	283	2	50776	150	433	217	150	283	2	279913	150	508	254	192	317	2	279871	192	0	50734		116.2	
Participant237	Y	Timeline5	P2Ca	1	P2Ca	P2-Whole-F	41269	135	67	492	305	0	98	34813	137	67	492	255	264	100	82198	9133	333	31764	9	229137	5597	82364	9152	367	31772	9	229137	5597	80	9972	8547	82.51	111.08
Participant237	Y	Timeline5	P2Ca	1	P2Ca	total-L02	700	117	67	250	6	264	100	450	90	67	100	5	264	100	800	160	67	292	5	229401	100	992	198	108	325	5	229360	142	0	1672	46993	139.65	266.98
Participant237	Y	Timeline5	P2Ca	1	P2Ca	total-L07a	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	total-L07b	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P2Ca	1	P2Ca	total-L13	892	149	67	275	6	48568	275	783	157	67	275	5	48568	275	1525	305	67	1017	5	277705	1017	1600	320	83	1033	5	277688	1033	0	82023	49584	50.34	176.62
Participant237	Y	Timeline5	P2Ca	1	P2Ca	values-L01	358	119	83	150	3	672	150	358	119	83	150	3	672	150	358	119	83	150	3	229810	150	483	161	133	183	3	229776	183	0	26395		171.03	
Participant237	Y	Timeline5	P2Ca	1	P2Ca	values-L05	608	152	75	283	4	27911	75	325	108	75	175	3	27911	75	658	219	75	408	3	257049	75	792	264	100	417	3	257024	100	0	27886		116.95	
Participant237	Y	Timeline5	P2Ca	1	P2Ca	values-L06	1925	128	67	375	15	32828	108	1708	131	67	375	13	32828	108	2433	221	75	667	11	261965	108	2791	254	108	708	11	261956	117	2	56375	32936	219.18	55.69
Participant237	Y	Timeline5	P2Ca	1	P2Ca	values-L07	150	150	150	150	1	38085	150	150	150	150	150	1	38085	150	150	150	150	150	1	267223	150	200	200	200	200	1	267173	200	0				
Participant214	N	Timeline3	P2Ca	1	P2Ca	i++	600	300	117	483	2	86868	483	483	483	483	483	1	86868	483	600	300	117	483	2	348149	483	658	329	158	500	2	348133	500	0				
Participant214	N	Timeline3	P2Ca	1	P2Ca	i<x;	3149	157	75	342	20	22867	117	2475	155	92	208	16	32025	125	3458	288	108	767	12	284149	117	3724	310	117	783	12	284149	117	6	94275	22984	322.15	135.93
Participant214	N	Timeline3	P2Ca	1	P2Ca	int i = 0;	3525	168	75	450	21	22601	192	2725	170	75	450	16	22601	192	4066	313	75	1442	13	283883	192	4491	345	75	1458	13	283866	208	2	22584	43482	33.09	398.88
Participant214	N	Timeline3	P2Ca	1	P2Ca	L01-F	5999	187	75	425	32	2611	150	4450	185	75	425	24	3953	217	7974	665	100	2833	12	263893	150	8216	685	117	2841	12	263893	150	4	3903	2761	253.71	371.63
Participant214	N	Timeline3	P2Ca	1	P2Ca	L02-F	8407	162	67	367	52	1561	225	6166	171	67	367	36	1561	225	11191	533	117	1891	21	262843	1500	11832	563	142	1925	21	262818	1525	15	3694	3061	227.4	308.65
Participant214	N	Timeline3	P2Ca	1	P2Ca	L03-F	1483	124	75	183	12	19201	183	1150	128	75	183	9	19201	183	1908	273	75	708	7	280483	708	2183	312	92	792	7	280400	792	3	20326	19909	105.14	242.43
Participant214	N	Timeline3	P2Ca	1	P2Ca	L04-F	5908	174	75	725	34	20168	158	4124	187	83	725	22	20168	158	8132	904	133	3616	9	281450	2416	8324	925	150	3658	9	281425	2441	10	23159	22584	206.68	33.09
Participant214	N	Timeline3	P2Ca	1	P2Ca	L05-F	9074	178	75	483	51	22601	192	7074	177	75	483	40	22601	192	11665	778	92	2833	15	283883	383	11965	798	117	2850	15	283866	400	15	22584	22984	33.09	135.93
Participant214	N	Timeline3	P2Ca	1	P2Ca	L06-F	3316	158	75	283	21	31175	100	2658	156	75	283	17	31175	100	4191	381	100	742	11	292457	100	4458	405	142	775	11	292415	142	4	37733	37633	48.02	67.09
Participant214	N	Timeline3	P2Ca	1	P2Ca	L07-F	392	196	75	317	2	37658	75	392	196	75	317	2	37658	75	392	196	75	317	2	298939	75	475	237	100	375	2	298914	100	0	37633	37733	67.09	48.02
