Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	L02-F	4441	171	75	533	26	3747	142	4441	171	75	533	26	3747	142	5941	5941	5941	5941	1	138313	5941	5991	5991	5991	5991	1	138263	5991	14				
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	P1-Whole-F	6233	168	67	733	37	267	133	6233	168	67	733	37	267	133	9733	9733	9733	9733	1	134833	9733	9808	9808	9808	9808	1	134758	9808	17				
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	value-L03	0	0			0			0	0			0			0	0			0							0			0				
Participant323	N	Timeline3	P1Sa+10s	1	P1Sa	value-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	i++	1325	265	192	342	5	2629	242	1325	265	192	342	5	2629	242	1375	687	242	1133	2	111178	242	1458	729	283	1175	2	111137	283	2	2587	2871	100.9	239.71
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	i<x;	1566	261	117	608	6	2179	225	1566	261	117	608	6	2179	225	1833	917	408	1425	2	110728	408	1908	954	450	1458	2	110687	450	0		2587		100.9
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	int i = 0;	1133	162	75	217	7	1262	108	1133	162	75	217	7	1262	108	1300	433	167	825	3	109812	825	1392	464	192	850	3	109787	850	2	1238	6370	122.58	138.88
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	L01-F	317	158	83	233	2	321	83	317	158	83	233	2	321	83	317	158	83	233	2	108870	83	392	196	108	283	2	108845	108	0	296	404	74.37	79.88
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	L02-F	4341	217	75	608	20	1038	200	4341	217	75	608	20	1038	200	5333	5333	5333	5333	1	109587	5333	5366	5366	5366	5366	1	109553	5366	10	1004	6370	242.69	138.88
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	L03-F	1100	220	92	392	5	6937	92	1008	252	133	392	4	7495	267	1241	621	92	1150	2	115486	92	1300	650	133	1167	2	115444	133	1	6895		177.91	
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	L04-F	600	120	92	150	5	8953	117	458	115	92	150	4	8953	117	767	767	767	767	1	117503	767	817	817	817	817	1	117453	817	2	8903		326.77	
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	P1-Whole-F	7471	197	75	608	38	204	92	7149	204	75	608	35	204	92	9429	4715	200	9229	2	108753	200	9487	4744	208	9279	2	108745	208	20	721	404	133.44	79.88
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	value-L03	225	112	92	133	2	6937	92	133	133	133	133	1	7812	133	225	112	92	133	2	115486	92	275	137	133	142	2	115444	133	0	6895	7945	177.91	222.58
Participant708	N	Timeline4	P1Sa+10s	1	P1Sa	value-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	i<x;	667	167	100	250	4	8535	100	567	189	133	250	3	8660	183	825	825	825	825	1	127700	825	825	825	825	825	1	127700	825	2		9360		202.96
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	int i = 0;	2048	228	158	317	9	1777	317	1350	225	158	317	6	1777	317	2723	908	508	1617	3	120942	508	2856	952	550	1666	3	120900	550	1	1736	2286	241.45	128.69
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	L01-F	1866	156	67	317	12	1002	158	1800	164	75	317	11	1002	158	2600	520	100	883	5	120167	158	2741	548	117	892	5	120134	192	3	969	3877	122.66	113.26
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	L02-F	2715	209	100	317	13	1777	317	1916	213	133	317	9	1777	317	3748	1874	508	3240	2	120942	508	3840	1920	550	3290	2	120900	550	4	1736	2286	241.45	128.69
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	P1-Whole-F	5656	177	67	317	32	1002	158	4791	177	75	317	27	1002	158	8073	2018	100	4465	4	120167	2875	8181	2045	117	4473	4	120134	2908	15	969	3877	122.66	113.26
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	value-L03	0	0			0			0	0			0			0	0			0							0			0				
Participant842	N	Timeline5	P1Sa+10s	1	P1Sa	value-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	i++	358	358	358	358	1	5301	358	0	0			0			358	358	358	358	1	102129	358	383	383	383	383	1	102104	383	0	5276		92.24	
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	i<x;	950	475	83	867	2	4143	867	83	83	83	83	1	5193	83	1133	1133	1133	1133	1	100971	1133	1167	1167	1167	1167	1	100938	1167	0		5276		92.24
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	int i = 0;	1233	206	75	392	6	2535	392	1233	206	75	392	6	2535	392	1333	667	608	725	2	99363	608	1392	696	642	750	2	99330	642	3	2501	3143	113.87	106.28
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	L01-F	808	162	92	283	5	201	92	250	125	117	133	2	1101	117	942	471	317	625	2	97030	625	1000	500	342	658	2	96996	658	1	168		134.22	
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	L02-F	2891	263	75	867	11	2293	208	1667	185	75	392	9	2293	208	3366	3366	3366	3366	1	99121	3366	3408	3408	3408	3408	1	99080	3408	7				
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	L03-F	1200	300	192	433	4	5784	267	1200	300	192	433	4	5784	267	1333	1333	1333	1333	1	102613	1333	1375	1375	1375	1375	1	102571	1375	2		7117		321.29
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	L04-F	2424	220	16	433	11	7159	183	2158	240	100	433	9	7159	183	2841	2841	2841	2841	1	103987	2841	2883	2883	2883	2883	1	103946	2883	7	7117		321.29	
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	P1-Whole-F	7324	236	16	867	31	201	92	5275	220	75	433	24	1101	117	8649	2883	317	7707	3	97030	625	8749	2916	342	7749	3	96996	658	18	168		134.22	
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	value-L03	0	0			0			0	0			0			0	0			0							0			0				
Participant370	N	Timeline3	P1Sa+10s	1	P1Sa	value-L04	483	242	192	292	2	7617	192	483	242	192	292	2	7617	192	483	242	192	292	2	104446	192	600	300	242	358	2	104396	242	0	7567	7809	150.06	151.58
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	i++	1872	468	192	789	4	7828	217	1083	361	192	675	3	7828	217	2172	2172	2172	2172	1	123590	2172	2180	2180	2180	2180	1	123582	2180	1				
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	i<x;	1783	255	100	500	7	5228	208	1783	255	100	500	7	5228	208	2091	1046	208	1883	2	120990	208	2141	1071	242	1900	2	120957	242	3	5195	5437	99.09	80.92
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	int i = 0;	1725	192	67	408	9	262	108	1317	219	108	408	6	262	108	2000	400	108	1250	5	116024	108	2125	425	142	1258	5	115991	142	1	1587	370	198.01	208.57
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	L01-F	1316	188	75	433	7	412	142	883	147	75	300	6	412	142	1450	725	650	800	2	116174	800	1517	758	675	842	2	116132	842	3	370	1212	208.57	163.81
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	L02-F	6496	224	67	789	29	262	108	5216	217	83	675	24	262	108	8138	2713	108	7521	3	116024	108	8205	2735	142	7521	3	115991	142	14	1212	370	163.81	208.57
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	P1-Whole-F	7813	217	67	789	36	262	108	6099	203	75	675	30	262	108	9738	9738	9738	9738	1	116024	9738	9771	9771	9771	9771	1	115991	9771	20				
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	value-L03	0	0			0			0	0			0			0	0			0							0			0				
Participant157	Y	Timeline4	P1Sa+10s	1	P1Sa	value-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	i<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	int i = 0;	211	106	94	117	2	1490	117	0	0			0			211	106	94	117	2	109257	117	253	126	111	142	2	109232	142	0	9889		70.68	
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	L01-F	583	97	75	175	6	990	75	417	104	75	175	4	990	75	1725	575	75	1558	3	108757	75	1750	583	92	1558	3	108732	100	0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	L02-F	211	106	94	117	2	1490	117	0	0			0			211	106	94	117	2	109257	117	253	126	111	142	2	109232	142	0	9889		70.68	
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	L03-F	392	196	175	217	2	3765	217	0	0			0			750	750	750	750	1	111532	750	750	750	750	750	1	111532	750	0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	P1-Whole-F	1894	118	75	217	16	990	75	1033	115	75	175	9	990	75	8143	4072	1236	6908	2	108757	6908	8168	4084	1236	6933	2	108732	6933	1				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	value-L03	175	175	175	175	1	4340	175	0	0			0			175	175	175	175	1	112107	175	200	200	200	200	1	112082	200	0				
Participant316	Y	Timeline5	P1Sa+10s	1	P1Sa	value-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	i++	350	117	92	150	3	5851	150	350	117	92	150	3	5851	150	375	375	375	375	1	141024	375	383	383	383	383	1	141016	383	2		6226		68.47
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	i<x;	1033	258	100	592	4	2335	183	342	171	158	183	2	2335	183	1158	386	158	817	3	137508	183	1233	411	192	850	3	137500	192	0	3593	2518	106.28	114.85
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	int i = 0;	1483	185	75	500	8	1727	175	1483	185	75	500	8	1727	175	1617	269	83	517	6	136900	517	1825	304	108	567	6	136850	567	1	1677	3593	100.5	106.28
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	L01-F	258	129	100	158	2	268	100	258	129	100	158	2	268	100	258	129	100	158	2	135442	100	308	154	108	200	2	135433	108	0				
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	L02-F	2975	186	75	592	16	1727	175	2283	163	75	500	14	1727	175	3675	919	83	1867	4	136900	792	3808	952	108	1908	4	136850	842	7	1677	2518	100.5	114.85
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	L03-F	1941	194	125	275	10	2543	125	1767	196	125	275	9	2543	125	2775	925	125	2200	3	137716	125	2891	964	150	2241	3	137691	150	5	2518	2668	114.85	200.31
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	L04-F	217	108	92	125	2	9676	92	217	108	92	125	2	9676	92	324	324	324	324	1	144849	324	341	341	341	341	1	144832	341	1				
Participant513	N	Timeline5	P1Sa+10s	1	P1Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
