Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Ai++	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Ai<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Aint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Bi++	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Bi<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Bint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Ci++	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Ci<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	Cint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	j-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	j-L07	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	j-L11	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L01-F	1125	141	92	225	8	1108	142	1125	141	92	225	8	1108	142	1591	530	417	692	3	413727	692	1683	561	433	733	3	413686	733	3	1067	1800	186.5	95.8
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L02-F	625	156	100	183	4	4191	183	267	133	100	167	2	4508	167	809	809	809	809	1	416811	809	825	825	825	825	1	416794	825	2	4175		78.7	
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L06-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L07-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L09-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa+05s	1	P3Sa	L14-F	0	0			0			0	0			0			0	0			0							0			0				
