Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant561	N	Timeline2	P3Ca	1	P3Ca	L07-F	5991	133	67	408	45	13616	67	4983	135	67	408	37	13616	67	9782	391	67	3283	25	424016	517	10249	410	75	3308	25	424008	525	6	28440		262.3	
Participant561	N	Timeline2	P3Ca	1	P3Ca	L08-F	4041	144	67	433	28	29973	275	3050	139	75	433	22	29973	275	5783	340	83	1483	17	440373	275	6033	355	100	1508	17	440356	292	4	29956		36.8	
Participant561	N	Timeline2	P3Ca	1	P3Ca	L09-F	2375	148	75	400	16	30323	175	1242	124	75	175	10	30323	175	2725	227	83	558	12	440723	175	2983	249	92	575	12	440706	192	0	95183	96083	72.69	39.8
Participant561	N	Timeline2	P3Ca	1	P3Ca	L10-F	2991	142	67	258	21	31198	67	1925	137	67	217	14	31198	67	3766	342	67	1033	11	441598	67	4000	364	92	1050	11	441573	92	0	132518	95183	44.18	72.69
Participant561	N	Timeline2	P3Ca	1	P3Ca	L11-F	917	183	150	217	5	35072	200	200	200	200	200	1	35072	200	1042	347	192	650	3	445472	200	1100	367	217	650	3	445456	217	0		35272		37.03
Participant561	N	Timeline2	P3Ca	1	P3Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca	1	P3Ca	L13-F	950	136	75	275	7	31723	100	642	160	75	275	4	36922	275	1117	279	75	783	4	442123	100	1208	302	83	800	4	442098	125	0	144142	100182	31.01	32.11
Participant561	N	Timeline2	P3Ca	1	P3Ca	L14-F	633	127	67	175	5	31498	100	567	142	100	175	4	31498	100	633	127	67	175	5	441898	100	708	142	67	225	5	441889	108	0	101466		149.41	
Participant561	N	Timeline2	P3Ca	1	P3Ca	L15-F	533	107	67	133	5	37489	125	533	107	67	133	5	37489	125	1083	271	67	775	4	447889	775	1150	287	75	783	4	447880	783	0				
Participant561	N	Timeline2	P3Ca	1	P3Ca	L16-F	217	108	100	117	2	32156	100	117	117	117	117	1	101349	117	217	108	100	117	2	442556	100	225	113	100	125	2	442556	100	0		101466		149.41
Participant561	N	Timeline2	P3Ca	1	P3Ca	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L01	558	140	125	150	4	426	150	558	140	125	150	4	426	150	558	140	125	150	4	410826	150	633	158	142	167	4	410809	167	0		28440		262.3
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L03	2275	152	67	408	15	10241	67	2200	157	67	408	14	10241	67	3633	330	67	1242	11	420641	67	4091	372	108	1250	11	420575	133	1	47613	52754	224.31	30.62
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L04	2525	140	75	283	18	21290	75	2525	140	75	283	18	21290	75	2850	190	75	658	15	431690	75	3283	219	92	683	15	431657	108	1	22965	52854	178.76	37.8
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L06	1100	137	67	208	8	14158	167	958	137	67	208	7	14158	167	1100	137	67	208	8	424558	167	1225	153	83	225	8	424549	175	0		83859		31.54
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L08	1050	95	67	142	11	31023	100	783	98	75	142	8	31023	100	1242	155	75	450	8	441423	100	1367	171	75	492	8	441406	117	1	134843	135909	49.54	185.8
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L09a	300	100	75	125	3	33114	75	175	87	75	100	2	33114	75	300	100	75	125	3	443514	75	375	125	92	158	3	443497	92	0	96866	136834	137.3	66.67
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L09b	1358	170	83	400	8	33272	400	592	118	83	158	5	95925	158	1525	254	83	442	6	443672	400	1625	271	92	458	6	443672	400	0		96083		39.8
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L10	717	119	83	167	6	34147	100	492	123	83	167	4	94858	108	800	160	83	325	5	444547	100	958	192	100	342	5	444547	100	0		95183		72.69
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L15	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca	1	P3Ca	numbers-L16	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca	1	P3Ca	P3-Whole-F	57995	129	34	433	451	92	83	50403	128	67	433	393	92	83	149358	37340	3733	110687	4	410492	23523	149433	37358	3750	110712	4	410476	23539	85				
Participant561	N	Timeline2	P3Ca	1	P3Ca	temp-L08	1733	193	75	433	9	32497	83	1208	173	75	433	7	32497	83	1800	257	100	525	7	442897	525	1933	276	125	542	7	442881	542	1	135909		185.8	
Participant561	N	Timeline2	P3Ca	1	P3Ca	temp-L10	1191	132	67	217	9	31198	67	1100	137	67	217	8	31198	67	1350	193	67	417	7	441598	67	1458	208	92	425	7	441573	92	0	132518	138001	44.18	157.8
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Ai++	108	108	108	108	1	103023	108	108	108	108	108	1	103023	108	108	108	108	108	1	407668	108	125	125	125	125	1	407651	125	0		103131		199.13
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Ai<x;	2916	153	67	258	19	21807	217	2916	153	67	258	19	21807	217	3541	590	175	1891	6	326452	700	3808	635	217	1908	6	326411	742	8	21766	22507	141.23	309.33
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Aint i = 0;	808	269	133	400	3	22549	275	808	269	133	400	3	22549	275	850	425	133	717	2	327194	717	908	454	150	758	2	327152	758	1	22507	51145	309.33	86.31
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Bi++	208	69	67	75	3	35874	67	133	67	67	67	2	35874	67	217	108	67	150	2	340519	150	275	138	92	183	2	340486	183	1		113363		185.48
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Bi<x;	1400	117	75	158	12	34050	100	950	119	92	158	8	34175	158	1933	215	92	833	9	338695	283	2125	236	108	833	9	338661	317	0	50478	50661	321.58	277.27
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Bint i = 0;	1292	92	67	125	14	32894	100	417	83	75	92	5	34808	75	3250	464	67	2008	7	337539	100	3358	480	75	2025	7	337539	100	1				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Ci++	383	128	75	175	3	59235	75	250	125	75	175	2	59235	75	808	808	808	808	1	363880	808	817	817	817	817	1	363872	817	1		60044		56.31
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Ci<x;	2291	135	75	242	17	55836	217	1592	133	83	242	12	56169	150	3625	906	83	3183	4	360481	3183	3708	927	83	3183	4	360481	3183	5	66876		89.9	
Participant536	Y	Timeline2	P3Ca	1	P3Ca	Cint i = 0;	642	107	67	275	6	54736	67	233	78	67	92	3	69251	75	1100	275	67	867	4	359381	867	1158	290	83	867	4	359381	867	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	j-L06	333	111	92	133	3	46828	108	242	121	108	133	2	46828	108	333	111	92	133	3	351473	108	392	131	100	150	3	351440	142	0	46795		78.26	
Participant536	Y	Timeline2	P3Ca	1	P3Ca	j-L07	367	122	92	150	3	81825	125	217	108	92	125	2	81825	125	367	122	92	150	3	386470	125	417	139	108	167	3	386453	142	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	j-L11	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L01-F	2616	187	83	383	14	43	100	2533	195	100	383	13	43	100	3041	338	83	958	9	304688	958	3308	368	100	967	9	304679	967	2	25224	1001	199.67	38.97
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L02-F	11766	240	67	592	49	5984	275	10157	248	67	592	41	5984	275	13507	1930	92	9707	7	310629	817	13707	1958	108	9749	7	310604	842	26	19058	51528	145.26	37.1
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L03-F	3933	164	67	400	24	21807	217	3933	164	67	400	24	21807	217	4925	985	250	3416	5	326452	3416	5150	1030	325	3458	5	326411	3458	11	21766	25224	141.23	199.67
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L06-F	2600	118	67	208	22	46828	108	1675	120	67	208	14	46828	108	5266	527	67	1733	10	351473	108	5491	549	75	1750	10	351440	142	3	46795		78.26	
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L07-F	3100	97	67	158	32	32894	100	1633	96	67	158	17	33244	67	9068	698	67	3927	13	337539	3927	9310	716	67	3927	13	337539	3927	3	50478	50661	321.58	277.27
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L08-F	1933	121	67	258	16	25549	67	1058	151	67	258	7	25549	67	5785	643	67	2352	9	330194	67	5952	661	100	2352	9	330135	125	1	25490	109272	278.14	360.81
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L09-F	2317	122	67	292	19	39432	83	925	103	67	150	9	39724	67	3816	477	92	1583	8	344077	642	3891	486	92	1592	8	344077	642	1				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L10-F	967	107	67	175	9	43857	175	725	104	75	150	7	44423	100	2008	502	133	817	4	348501	817	2042	510	142	817	4	348501	817	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L13-F	325	81	67	92	4	45054	83	167	83	83	83	2	45054	83	450	150	67	300	3	349698	83	475	158	67	308	3	349682	100	0		45137		330.63
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L14-F	1066	107	75	175	10	49770	175	883	110	75	175	8	49770	175	2208	368	75	1667	6	354415	175	2391	399	100	1716	6	354381	208	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L15-F	3925	127	67	275	31	50311	167	2350	124	67	242	19	50311	167	9374	1339	67	6266	7	354956	167	9524	1361	83	6283	7	354931	192	8	66876	50478	89.9	321.58
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L16-F	3758	139	67	392	27	60927	133	2958	148	67	392	20	60927	133	6125	766	67	2491	8	365572	1208	6333	792	75	2550	8	365555	1225	6		62135		49.63
Participant536	Y	Timeline2	P3Ca	1	P3Ca	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L01	1158	193	100	383	6	43	100	1158	193	100	383	6	43	100	1242	248	100	633	5	304688	100	1375	275	108	667	5	304679	108	0		776		125.28
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L03	1283	143	67	258	9	22341	167	1283	143	67	258	9	22341	167	1333	267	167	500	5	326986	167	1508	302	192	517	5	326961	192	4	24890	22507	97.43	309.33
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L06	658	132	83	167	5	71484	167	317	158	158	158	2	75192	158	858	286	92	433	3	376129	433	917	306	117	433	3	376129	433	1	112597		107.29	
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L08	850	142	92	258	6	37877	167	500	167	108	258	3	39174	108	1167	233	108	500	5	342522	167	1233	247	125	500	5	342513	175	0	113480	113630	33.71	267.39
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L09a	867	108	67	167	8	39724	67	375	94	67	133	4	39724	67	1167	292	92	592	4	344369	350	1200	300	92	600	4	344352	367	1				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L09b	858	172	100	292	5	92324	100	267	133	117	150	2	108347	150	858	172	100	292	5	396969	100	933	187	117	308	5	396952	117	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L10	800	114	67	175	7	43857	175	558	112	75	150	5	44423	100	1492	373	100	817	4	348501	817	1541	385	117	817	4	348501	817	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L15	808	115	83	217	7	55836	217	508	102	83	142	5	56452	142	925	185	83	275	5	360481	217	1042	208	83	342	5	360481	217	1	66876	58735	89.9	73.13
Participant536	Y	Timeline2	P3Ca	1	P3Ca	numbers-L16	900	225	83	392	4	62918	167	900	225	83	392	4	62918	167	1125	562	83	1042	2	367563	1042	1183	592	100	1083	2	367522	1083	1	62877		59.04	
Participant536	Y	Timeline2	P3Ca	1	P3Ca	P3-Whole-F	47880	150	67	592	320	43	100	36939	159	67	592	233	43	100	108704	15529	633	67092	7	304688	958	108879	15554	667	67117	7	304679	967	95	4384	1001	269.92	38.97
Participant536	Y	Timeline2	P3Ca	1	P3Ca	temp-L08	367	92	67	150	4	36930	67	0	0			0			875	292	67	658	3	341575	67	917	306	67	700	3	341575	67	0				
Participant536	Y	Timeline2	P3Ca	1	P3Ca	temp-L10	167	83	75	92	2	97798	75	167	83	75	92	2	97798	75	167	83	75	92	2	402443	75	192	96	92	100	2	402426	92	0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Ai++	1291	184	67	367	7	12808	183	1291	184	67	367	7	12808	183	1291	184	67	367	7	652252	183	1416	202	83	392	7	652235	200	0	22699	20732	39.99	118.64
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Ai<x;	10016	193	67	408	52	8158	292	8957	191	67	408	47	8158	292	11515	360	75	1250	32	647602	517	12340	386	83	1317	32	647586	533	8	8142	8675	140.05	68.12
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Aint i = 0;	3308	195	67	475	17	5575	183	3083	193	67	475	16	5575	183	3508	319	100	933	11	645019	183	3758	342	117	942	11	644986	217	4	5542	8142	160.7	140.05
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Bi++	2058	158	67	433	13	41755	233	2058	158	67	433	13	41755	233	2300	256	67	558	9	681199	233	2491	277	83	583	9	681166	267	0	41722	42997	55.53	184.2
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Bi<x;	2558	171	67	542	15	32306	67	2558	171	67	542	15	32306	67	2633	203	67	542	13	671750	67	2891	222	75	550	13	671708	108	1	32264	43688	64.47	151.91
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Bint i = 0;	4474	186	67	567	24	26565	117	4299	195	67	567	22	26565	117	5588	373	92	1350	15	666009	117	5979	399	108	1392	15	665942	183	4	26498	26682	108.65	53.5
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Ci++	433	108	67	150	4	122444	67	317	106	67	150	3	122444	67	433	108	67	150	4	761888	67	508	127	108	167	4	761846	108	0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Ci<x;	1608	101	67	175	16	121694	92	1025	93	67	142	11	133393	108	3025	336	67	1825	9	761138	467	3141	349	67	1841	9	761138	467	1	137247		37.56	
Participant100	Y	Timeline3	P3Ca	1	P3Ca	Cint i = 0;	4025	161	67	442	25	119152	258	3008	158	67	442	19	119152	258	5533	426	67	1067	13	758596	258	5708	439	67	1075	13	758580	275	1	132034	135356	41.58	157.36
Participant100	Y	Timeline3	P3Ca	1	P3Ca	j-L06	1917	160	83	258	12	17049	225	1917	160	83	258	12	17049	225	1991	181	83	542	11	656493	225	2241	204	100	558	11	656460	258	0	17016		60.59	
Participant100	Y	Timeline3	P3Ca	1	P3Ca	j-L07	417	104	67	150	4	42147	108	417	104	67	150	4	42147	108	450	150	67	275	3	681591	108	517	172	83	317	3	681582	117	1	86254		227.01	
Participant100	Y	Timeline3	P3Ca	1	P3Ca	j-L11	92	92	92	92	1	173660	92	92	92	92	92	1	173660	92	92	92	92	92	1	813104	92	100	100	100	100	1	813096	100	0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L01-F	7349	193	75	417	38	318	342	5866	189	75	417	31	318	342	8049	322	75	717	25	639761	533	8774	351	83	775	25	639736	558	6	293	851	212.92	33.56
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L02-F	8799	176	67	458	50	59	108	7841	178	75	458	44	59	108	9883	282	67	1242	35	639503	233	10858	310	100	1258	35	639461	275	9	8675	293	68.12	212.92
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L03-F	16598	191	67	475	87	5575	183	14465	188	67	475	77	5575	183	19840	509	67	2133	39	645019	1058	20764	532	83	2183	39	644986	1092	26	5542	8675	160.7	68.12
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L04-F	7074	228	67	750	31	13791	208	6224	231	67	750	27	15841	217	7699	428	67	1908	18	653235	208	8224	457	108	1933	18	653235	208	8	18166	14000	327.48	68.61
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L06-F	7966	150	67	458	53	16883	133	7783	153	67	458	51	16883	133	11091	411	67	1167	27	656326	892	11740	435	92	1216	27	656310	908	5	26682	17774	53.5	105.77
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L07-F	9999	172	67	567	58	26565	117	9824	175	67	567	56	26565	117	12962	418	67	2083	31	666009	117	13604	439	75	2116	31	665942	183	11	26498	26682	108.65	53.5
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L08-F	6241	130	67	317	48	44080	167	5674	132	67	317	43	44080	167	10424	417	67	2008	25	683524	892	11049	442	75	2008	25	683491	925	5	46830	78538	35.01	169.49
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L09-F	4441	148	67	292	30	50021	167	3691	148	67	267	25	50021	167	5866	391	67	1358	15	689465	1308	6208	414	92	1375	15	689448	1325	2	106477	89987	43.98	387.82
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L10-F	1875	144	67	342	13	53204	158	1700	155	75	342	11	53204	158	2525	316	75	1025	8	692648	1025	2775	347	100	1042	8	692631	1042	1	178368	106477	261.4	43.98
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L11-F	92	92	92	92	1	173660	92	92	92	92	92	1	173660	92	92	92	92	92	1	813104	92	100	100	100	100	1	813096	100	0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L13-F	383	96	67	125	4	114239	67	300	100	67	125	3	114239	67	533	267	67	467	2	753683	67	566	283	91	475	2	753659	91	1				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L14-F	1391	107	67	208	13	113293	117	1075	98	67	158	11	113293	117	1666	151	67	483	11	752737	117	1866	170	83	500	11	752695	158	0		118552		139.98
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L15-F	7241	132	67	442	55	117394	108	5108	131	67	442	39	117394	108	15424	812	100	3975	19	756838	108	15690	826	117	3983	19	756805	142	5	118552		139.98	
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L16-F	4541	138	67	450	33	123635	450	2075	148	67	450	14	123635	450	12474	1782	67	7099	7	763079	7099	12624	1803	75	7116	7	763062	7116	5		132034		41.58
Participant100	Y	Timeline3	P3Ca	1	P3Ca	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L01	2333	194	75	375	12	318	342	2200	200	75	375	11	318	342	2375	216	75	375	11	639761	342	2650	241	83	417	11	639736	367	0	293	659	212.92	58.99
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L03	2925	183	67	375	16	8158	292	2591	173	67	375	15	8158	292	3091	258	83	500	12	647602	292	3408	284	133	533	12	647586	308	2	8142	8450	140.05	204.3
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L04	1975	180	83	442	11	13791	208	1767	177	83	442	10	15841	217	2016	202	117	442	10	653235	208	2366	237	142	475	10	653235	208	0	92178	14000	656.31	68.61
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L06	1533	102	67	175	15	16883	133	1467	105	75	175	14	16883	133	1950	139	67	608	14	656326	133	2257	161	67	625	14	656310	150	0	28173	17016	86.17	60.59
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L08	3350	120	67	267	28	44463	83	2900	121	67	267	24	44463	83	4266	225	67	550	19	683907	83	4699	247	75	558	19	683890	100	1	46830	45846	35.01	139.71
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L09a	2116	163	67	292	13	50021	167	1700	155	67	242	11	50021	167	2358	262	67	1008	9	689465	1008	2608	290	92	1025	9	689448	1025	1	106477	89987	43.98	387.82
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L09b	1791	138	75	267	13	51896	75	1458	146	75	267	10	51896	75	1966	197	75	500	10	691340	500	2175	217	92	517	10	691323	517	1	171386		48.53	
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L10	1183	169	67	342	7	53204	158	1116	186	75	342	6	53204	158	1258	210	75	342	6	692648	158	1441	240	100	367	6	692631	175	0	181406	53362	52.36	57.64
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L15	467	78	67	92	6	121694	92	308	77	67	92	4	139147	92	658	165	67	417	4	761138	92	692	173	67	442	4	761138	92	1				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	numbers-L16	858	123	67	225	7	126568	92	325	162	100	225	2	146388	100	1425	285	67	917	5	766012	92	1475	295	75	917	5	766012	92	1				
Participant100	Y	Timeline3	P3Ca	1	P3Ca	P3-Whole-F	95656	161	67	750	595	59	108	81301	163	67	750	498	59	108	183199	10776	75	51118	17	639503	1533	183691	10805	83	51168	17	639461	1575	181	2067	1592	302.16	63.08
Participant100	Y	Timeline3	P3Ca	1	P3Ca	temp-L08	1375	172	75	233	8	44080	167	1375	172	75	233	8	44080	167	1408	235	167	425	6	683524	167	1650	275	200	483	6	683491	200	2	45846	78538	139.71	169.49
Participant100	Y	Timeline3	P3Ca	1	P3Ca	temp-L10	308	103	75	117	3	53696	117	308	103	75	117	3	53696	117	350	175	117	233	2	693140	117	417	208	133	283	2	693123	133	0	178368		261.4	
Participant611	Y	Timeline4	P3Ca	1	P3Ca	Ai++	658	165	83	283	4	8116	283	658	165	83	283	4	8116	283	700	233	150	283	3	312889	283	792	264	167	317	3	312855	317	0	8083	8400	79.33	103.97
