Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	i<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	int i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L01-F	1000	167	83	325	6	707	158	1000	167	83	325	6	707	158	1075	215	83	517	5	260090	158	1125	225	100	525	5	260081	167	1	3165	2048	48.9	57.97
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L02-F	410	137	92	202	3	3073	92	208	104	92	117	2	3073	92	669	334	92	577	2	262456	92	694	347	108	585	2	262440	108	0		3165		48.9
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L06-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L07-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L09-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	n-L02	92	92	92	92	1	3073	92	92	92	92	92	1	3073	92	92	92	92	92	1	262456	92	108	108	108	108	1	262440	108	0		3165		48.9
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	n-L10a	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	n-L10b	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	P2-Whole-F	1610	146	75	325	11	90	125	1408	141	75	325	10	90	125	3593	1198	775	1477	3	259473	775	3643	1214	808	1485	3	259440	808	3				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	total-L02	319	159	117	202	2	4423	117	117	117	117	117	1	4423	117	577	577	577	577	1	263806	577	585	585	585	585	1	263798	585	0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	total-L07a	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	total-L07b	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	total-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	values-L01	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	values-L05	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	values-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa+05s	1	P2Sa	values-L07	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	i<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	int i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L01-F	1118	160	83	225	7	499	117	758	152	83	225	5	499	117	1302	434	133	600	3	178043	600	1377	459	175	617	3	178027	617	3	3790	1099	204.44	143.77
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L02-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L06-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L07-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L09-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	n-L02	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	n-L10a	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	n-L10b	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	P2-Whole-F	1675	168	83	300	10	0	174	1058	176	83	300	6	499	117	2267	1133	1099	1168	2	177545	1099	2309	1154	1099	1210	2	177545	1099	3	3790	1099	204.44	143.77
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	total-L02	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	total-L07a	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	total-L07b	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	total-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	values-L01	508	169	133	200	3	899	200	333	167	133	200	2	899	200	508	169	133	200	3	178443	200	608	203	175	242	3	178402	242	0	857	1099	207.25	143.77
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	values-L05	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	values-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa+05s	1	P2Sa	values-L07	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	i<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	int i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L01-F	600	150	125	200	4	392	142	600	150	125	200	4	392	142	683	228	125	417	3	226114	142	850	283	192	458	3	226064	192	0	342	1408	255.79	258.11
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L02-F	1475	164	75	242	9	633	75	1316	165	75	242	8	633	75	1675	279	183	375	6	226356	317	1883	314	225	425	6	226339	333	1	1408	950	258.11	232.39
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L03-F	600	120	108	142	5	233	108	475	119	108	142	4	233	108	667	222	108	442	3	225956	108	784	261	158	450	3	225906	158	2	184	342	239.9	255.79
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L06-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L07-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L09-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	n-L02	200	200	200	200	1	3108	200	200	200	200	200	1	3108	200	200	200	200	200	1	228830	200	225	225	225	225	1	228805	225	0	3083	3308	100.66	72.21
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	n-L10a	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	n-L10b	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	P2-Whole-F	3367	140	75	242	24	0	184	2900	138	75	242	21	233	108	5000	5000	5000	5000	1	225722	5000	5000	5000	5000	5000	1	225722	5000	14				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	total-L02	308	154	125	183	2	2250	125	308	154	125	183	2	2250	125	308	154	125	183	2	227972	125	383	192	150	233	2	227947	150	0	2225		62.34	
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	total-L07a	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	total-L07b	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	total-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	values-L01	125	125	125	125	1	2100	125	125	125	125	125	1	2100	125	125	125	125	125	1	227822	125	200	200	200	200	1	227747	200	0	2025	2225	400.44	62.34
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	values-L05	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	values-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa+05s	1	P2Sa	values-L07	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	i<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	int i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L01-F	1233	247	150	592	5	1733	592	1233	247	150	592	5	1733	592	1300	433	150	592	3	279811	592	1425	475	183	625	3	279777	625	2	1699	3224	94.32	90.93
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L02-F	1834	229	125	408	8	399	125	1358	226	125	408	6	399	125	1968	328	167	850	6	278477	850	2168	361	183	867	6	278461	867	0	1466	1699	303.6	94.32
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L06-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L07-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L09-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	n-L02	125	125	125	125	1	399	125	125	125	125	125	1	399	125	125	125	125	125	1	278477	125	142	142	142	142	1	278461	142	0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	n-L10a	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	n-L10b	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	P2-Whole-F	4117	229	92	592	18	0	108	3533	236	92	592	15	191	133	5000	5000	5000	5000	1	278078	5000	5000	5000	5000	5000	1	278078	5000	11				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	total-L02	975	244	167	408	4	841	408	975	244	167	408	4	841	408	975	244	167	408	4	278919	408	1075	269	183	417	4	278911	417	0	1466	1699	303.6	94.32
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	total-L07a	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	total-L07b	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	total-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	values-L01	483	161	150	167	3	2857	167	483	161	150	167	3	2857	167	517	258	150	367	2	280935	367	583	292	183	400	2	280902	400	1	2824	3224	177.8	90.93
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	values-L05	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa+05s	1	P2Sa	values-L06	0	0			0			0	0			0			0	0			0							0			0				
